Index,Artist,Title,Tekst
ML152,Duran Duran,I Don't Want Your Love,"I don't mind if you're keeping someone else behind I don't care 'cause you've got something I can share Hey, take a chance, even if it's only Only while we're dancing in the Light of your second sight because When you understand me You might feel good around me now I don't want your love to bring me down I don't want your love so turn it around I won't turn you out if you've got someone else Someone else you care about Because you must realise My obsessive fascination is in your imagination I don't want your love to bring me down I don't want your love so turn it around I don't want your love, I don't want your love Your rhythm is the power to move me It's something you control completely I don't want your love I don't want your love I like noise 'cause I like waking up the house I cannot sit down. I can't shut my mouth But when you understand me You might feel good around me I don't want your love to bring me down I don't want your love so turn it around Your rhythm is the power to move me It's something you control completely I don't want your love I don't want your love"
ML153,Alias,More Than Words Can Say,"Here I am at six o'clock in the morning Still thinking about you It's still hard, at six o'clock in the morning To sleep without you And I know that it might Seem too late for love All I know I need you now More than words can say I need you now I've got to find a way I need you now Before I lose my mind I need you now Here I am, I'm looking out my window I'm dreaming about you Can't let you go, at six o'clcok in the morning I feel you beside me And I know that it might Seem too late for love For love Oh, Oh, Oh I need you now More than words can say I need you now I've got to find a way I need you now Before I lose my mind I need you now More than words can say I need you now Oh I got to hear you say I need you now Before I lose my mind I need you now I need you now"
ML154,Mr. Mister,Is It Love,"I say I love you, I hold you near me You say I scare you, well that's your fear I know the message my heart is sending But you don't read it, you keep me guessing Is it love, is it love you're after Is it love, is it, is it love The broken record goes round and round Within a circle, without a sound I'm under water, in overdrive You hide in laughter, what's on your mind Is it love, is it love you're after - why don't you tell me Is it love, is it, is it love Is it love, is it love you're after - why can't you tell me Is it love, is it really love [Solo] Is it love, is it love you're after - why can't you tell me Is it love, is it, is it love Is it love, is it love you're after Hey girl, I got to know, is it really, really love Is it love, is it really love - hey Is it love, is it love you're after - why don't you tell me Is it love, is it, is it love Is it love, is it love you're after Everybody's lookin' for the magic love to come along and hope we'll find it Is it love, is it really love... [to fade]"
ML155,Right Said Fred,I'm Too Sexy,"I'm too sexy for my love Too sexy for my love Love's going to leave me I'm too sexy for my shirt Too sexy for my shirt So sexy it hurts And I'm too sexy for Milan Too sexy for Milan, New York and Japan And I'm too sexy for your party Too sexy for your party No way I'm disco dancing I'm a model, you know what I mean And I do my little turn on the catwalk Yeah, on the catwalk, on the catwalk, yeah I do my little turn on the catwalk I'm too sexy for my car Too sexy for my car Too sexy by far And I'm too sexy for my hat Too sexy for my hat What d'ya think about that? I'm a model, you know what I mean And I do my little turn on the catwalk Yeah, on the catwalk, on the catwalk, yeah I shake my little tush on the catwalk I'm too sexy for my Too sexy for my Too sexy for my 'Cause I'm a model, you know what I mean And I do my little turn on the catwalk Yeah, on the catwalk, yeah, on the catwalk, yeah I shake my little tush on the catwalk I'm too sexy for my cat Too sexy for my cat Poor pussy Poor pussy cat I'm too sexy for my love Too sexy for my love Love's going to leave me And I'm too sexy for this song"
ML156,John Mellencamp,Lonely Ol' Night,"She calls me up and says baby it's a lonely ol' night I don't know I'm just so scared and lonely all at the same time Nobody told us it was gonna work out this way No, no, no, no, no I guess they knew we'd work it out in our own way [Chorus:] It's a lonely ol' night Can I put my arms around you It's a lonely ol' night Custom made for two lonely people like me and you Radio playing softly some singer's sad sad song He's singing about standing in the shadows of love I guess he feels awfully alone She says I know exactly what he means Yeah, yeah, yeah, yeah, yeah And it's a sad, sad feeling when you're living on Those in-betweens But it's okay [Chorus] She calls me Baby She calls everybody Baby It's a lonely ol' night but ain't they all [Chorus]"
ML157,Kenny Loggins,Whenever I Call You Friend ,"Whenever I call you ""Friend"" I begin to think I understand Anywhere we are You and I have always been Forever and ever I see myself within your eyes And that's all I need to show me why Everything I do Always takes me home to you Forever and ever Now I know my life has given me more than memories Day by day, we can see In every moment there's a reason to carry on Sweet love's showin' us a heavenly light Never seen such a beautiful sight See love glowing on us every night I know forever we'll be doing it Sweet love's showin' us a heavenly light I've never seen such a beautiful sight See love glowing on us every night I know forever we'll be doing it Whenever I call you ""Friend"" I believe I've come to understand Everywhere we are You and I were meant to be Forever and ever I think about the times to come Knowin' I will be the lucky one And ever our love will last I always want to call you ""Friend"" Sweet love's showin' us a heavenly light I've never seen such a beautiful sight See love glowing on us every night I know forever we'll be doing it [Instrumental Interlude] And now I know my life Has given me more than memories, day by day We can see In every moment there's a reason to carry on Sweet love's showin' us a heavenly light Never seen such a beautiful sight See love glowing on us every night I know forever we'll be doing it, doing it Sweet love's showin' us a heavenly light I've never seen such a beautiful sight See love glowing on us every night I know forever we'll be doin' it, doin' it, doin' it Sweet love, sweet love You're the glowin' light in my life Source of pride in my life"
ML158,The Pointer Sisters,Fire,Lyrics not found
ML159,Duran Duran,A View To A Kill,"Meeting you with a view to a kill Face to face in secret places, feel the chill Nightfall covers me, but you know the plans I'm making Still overseas, could it be the whole Earth opening wide A sacred why, a mystery gaping inside A week is why, until we... Dance into the fire That fatal kiss is all we need Dance into the fire To fatal sounds of broken dreams Dance into the fire That fatal kiss is all we need Dance into the fire The choice for you is the view to a kill Between the shades assassination standing still The first crystal tears fall as snowflakes on your body First time in years to drench your skin in lover's rosy stain A chance to find the phoenix for the flame A chance to die, but can we... Dance into the fire That fatal kiss is all we need Dance into the fire To fatal sounds of broken dreams Dance into the fire That fatal kiss is all we need Dance into the fire When all we see is the view to a kill"
ML160,Seals & Crofts,Diamond Girl,"Diamond Girl You sure do shine Glad I found you Glad you're mine Oh, my love You're like a precious stone Part of earth where Heaven has rained on Makes no difference Where you are Day or night time You're like a shining star And how could I Shine without you When it's about you That I am, woah, oh Diamond Girl Roaming wild Such a rare thing Radiant child I could never find Another one like you Part of me is Deep down inside you Can't you feel The whole world turning We are real and We are burning, yeah Diamond Girl Now that I've found you Well, it's about you that I am Whoa, Whoa, oh Diamond Girl You sure do shine Diamond Girl You sure do shine Diamond Girl You sure do shine Diamond Girl You sure do, you sure do You sure do shine"
ML161,April Wine,Just Between You And Me,"Time and time again I see A love that seemed strong was not meant to be Broken hearts don't always mend Left too unsure to try love again But, just between you and me Baby, I know our love will be Just between you and me Always I know our love will be Just between you and me Lovers of-ten seem to say Hearts can be blind to love gone astray Always it's the same old song Someone's been hurt by a love that's gone wrong Just between you and me Baby, I know our love will be Just between you and me Always I know our love will be Just between you Just between you and me Words are sometimes hard to find The silence can be so unkind You always help me find my way The love that we share grows stronger each day Just between you and me Baby, I know our love will be Just between you and me Always I know our love will be Seulement entre toi et moi Means that our love will always be Just between you and me Baby, I know our love will be Just between you Just between you and me"
ML162,Paul McCartney & Wings,My Love,Lyrics not found
ML163,Nelly Furtado,I'm Like A Bird,"You're beautiful, that's for sure You'll never ever fade You're lovely, but it's not for sure That I won't ever change And though my love is rare Though my love is true I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is All I need for you to know is Your faith in me brings me to tears (Oh) Even after all these years, years And it pains me so much to tell That you don't know me that well And though my love is rare Though my love is true I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is It's not that I wanna say goodbye It's just that every time you try To tell me, me that you love me (Oh-oh) Each and every single day I know I'm gonna have to eventually Give you away And though my love is rare, rare, rare And though my love is true, yeah Hey, I'm just scared That we may fall through Yeah, yeah-yeah, yeah, yeah I'm like a bird (I'm like a bird) I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away (I don't know where my soul is) I don't know where my soul is (Soul is) (I don't know where my home is, oh) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away (I don't know where my soul is) (I don't know where my home is) I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is And baby, all I need for you to know is I'm like a bird, I'll only fly away I don't know where my soul is (Soul is) I don't know where my home is"
ML164,The Beatles,Can't Buy Me Love,Lyrics not found
ML165,Lita Ford,Kiss Me Deadly,"I went to a party last Saturday night I didn't get laid, I got in a fight, Uh, huh It ain't no big thing Late for my job and the traffic was bad Had to borrow ten bucks from my old man, Uh, huh It ain't no big thing I went to a party last Saturday night I told you that story, I'd be alright Uh, huh It ain't no big thing But I know what I like I know I like dancin' with you And I know what you like I know you like dancin' with me Yeah, yeah Kiss me once Kiss me twice C'mon pretty baby, kiss me deadly Had a few beers, gettin' high Sittin', watchin' the time go by, Uh, huh It ain't no big thing Nothin' to eat and no TV Lookin' in the mirror don't get it for me Uh, huh It ain't no big thing But I know what I like I know I like dancin' with you And I know what you like I know you like dancin' with me Oh, yeah Kiss me once Kiss me twice C'mon pretty baby, kiss me deadly Kiss me once Kiss me twice C'mon pretty baby, kiss me deadly You know I like dancin' with you Dancin' with you C'mon Kiss me once Kiss me twice C'mon pretty baby, kiss me deadly Kiss me once Kiss me twice C'mon pretty baby, kiss me C'mon pretty baby, kiss me C'mon pretty baby, kiss me deadly"
ML166,The Trammps,Disco Inferno,Lyrics not found
ML167,Killswitch Engage,This Fire Burns,Lyrics not found
ML168,Atreyu,Lip Gloss And Black,"If I gave you pretty enough words Could you paint a picture of us that works? An emphasis on function rather than design Aren't you tired? Cause I will carry you on a broken back And blown out knees I have been where you are for a while Aren't you tired of being weak? Such rage that you could scream all the stars right out of the sky And destroy the prettiest starry night, every evening that I die I am exhumed; just a little less human and a lot more bitter and cold I am exhumed; just a little less human and a lot more bitter and cold I am exhumed; just a little less human and a lot more bitter and cold I am exhumed; just a little less human After all these images of pain have cut right through you I will kiss every scar, and weep you are not alone Then I'll show you that place in my chest where my heart still tries to beat, it sets us apart Aren't you tired of being weak? Such rage that you could scream all the stars right out of the sky And destroy the prettiest starry night, every evening that I die Live! Love! Burn! Die! Live! Love! Burn! Die! Live! Love! Burn! Die! Live! Love! Burn! Die!"
ML169,Alkaline Trio,Burn,"There's a lightning storm each and every night Crashing inside you like motorbikes We toss and turn, sleep so loud Grind the teeth in our Our empty mouths (are empty...) There's a forest fire burning bright Spreading quickly towards our last rites Nowhere to run, pointless to hide Just lay there and scream, pretending to try Pretending Intending to burn, pretending to fight it Everyone learns faster on fire Things took a turn, lost all desire You live and you burn You live and you burn This impending doom is left deep inside And it's haunting you each and every night Like starving wolves counting sheep We close our eyes, pretending to sleep Descending Intending to burn, pretending to fight it Everyone learns faster on fire Things took a turn, lost all desire You live and you burn You live and Like hell, we are anxiously waiting Like hell, burning silently strong Somehow we fell down by the wayside And somehow this hell is home As we burn, pretending to fight it Everyone learns faster on fire Things took a turn, lost all desire You live and you burn You live and Like hell, we are anxiously waiting Like hell, burning silently strong Somehow we fell down by the wayside And somehow this hell is home Right now, this hell is my home"
ML170,Demon Hunter,Lifewar,"Born from the fire clean, crawling through the dirt like war 5 years, my mother gave a voice for war 10, I was dead, born again with eyes for war By 15, hate was the name of my war Wash me in the river Give me to the pain of LifeWar LifeWar 20 years gone, and father told me life was like war Hands to the bone, 25 years of war 30, I wake to the sound of souls at war I will pass through, buried with the flag of my war Wash me in the river Give me to the pain of LifeWar LifeWar"
ML171,Hot Hot Heat,Bandages,"Bandages on my legs and my arms from you Bandages, bandages, bandages Up and down on my legs my arms from you Bandages, bandages, bandages These bandages cover more than scrapes, cuts and bruises from regrets and mistakes I've been hoping your moping around the street again I've been tripping from sipping the dripping dirty water tap I've been poking a voodoo doll that you do not know I made These bandages are anonymity I've been shaking from making an awful decision I've been running and running feels like my head is spinning round and round, around, around, around, around, around Bandages on my legs and my arms from you Bandages, bandages, bandages Up and down on my legs and my arms from you Bandages, bandages, bandages I've been hoping your moping around the street again I've been tripping from sipping the dripping dirty water tap I've been poking a voodoo doll that you do not know I made For you, of you, let's see what needles do I've been shaking from making an awful decision I've been thinking I'm drinking too many drinks all by myself I've been running and running Feels like my head is spinning round and round, around, around, around, around, around Bandages on my legs and my arms from you Bandages, bandages, bandages Up and down on my legs and my arms from you Bandages, bandages, bandages Bandages on my legs and my arms from you Bandages, bandages, bandages Bandages, bandages, bandages Don't worry now, don't worry now, don’t worry cause it's all under control Don't worry now, don't worry now, don’t worry cause it's all under control Don't worry now, don't worry now, don’t worry cause it's all under control Don't worry now, don't worry now, don’t worry cause it's all under control Don't worry now, don't worry now, don’t worry cause it will all turn around, around, around, around, around, around, around, around Bandages on my legs and my arms from you Bandages, bandages, bandages Up and down on my legs and my arms from you Bandages, bandages, bandages Bandages on my legs and my arms from you Bandages, bandages, bandages Up and down on my legs and my arms from you Bandages, bandages, bandages Bandages, bandages, bandages Bandages, bandages, bandages"
ML172,Buzzcocks,Love You More,I'm in love again Been like this before I'm in love again This time's true I'm sure Don't wanna end up like no nine day wonder I've been hurt so many times before So my darlin' I will never leave you It's in my blood to always love you more Love you more It's my heart again That drives me so wild I just can't explain Although I'm not a child So why would I cry if you ever left me Maybe 'cos you're all I'm livin' for With every heartbeat I want you madly It's in my blood to always love you more Love you more Oh my love again What I say is true Though it may sound plain I love you And it means more to me than life can offer And if this isn't true love then I am sure That after this love there'll be no other Until the razor cuts
ML173,Social Distortion,Ring Of Fire,"Love is a burning thing And it makes a fiery ring Bound by a wild desire I fell into a ring of fire [Chorus:] I fell into a burnin' ring of fire I went down down down And the flames went higher And it burns burns burns That ring of fire That ring of fire The taste of love is sweet When hearts like ours meet I fell for you like a child Oh, and the fire went wild [Chorus]"
ML174,Streetlight Manifesto,Sick And Sad,"Sick and sad again, sometimes I'd like the rain to end. Sick and sad again, sometimes I like to stand on my own two feet. Went to the corner of second and main but there was someone there who mentioned that they hoped it would rain forever, forever, so they could drown in peace. Went down to the Hodskin P.L. But there was nobody to answer when I rang the doorbell forever, forever. So now I'm sad all the time. Sick and sad again, sometimes I'd like the rain to end. Sick and sad again, sometimes I like to stand on my own two feet. Today was the day but she threw it all away and I could never understand 'cause she was never one to play by the rules of the game her and me we're so the same. I try so hard and I never give in, and I am never satisfied until the day that I win against them. But I don't care I'll follow her to anywhere. Sick and sad again, sometimes I'd like the rain to end. Sick and sad again, sometimes I like to stand on my own two feet. Sick and sad again, sometimes I'd like the rain to end. Sick and sad again, sometimes I like to stand on my own two feet. Sick and sad again, sometimes I'd like the rain to end. Sick and sad again, sometimes I like to stand on my own two feet. Sometimes I like to stand on my own two feet."
ML175,Reel Big Fish,The Fire,"I'm gonna say it like I mean it, We've let this go on to long. You know I'm starting to believe it That all together we could be strong I won't name who's to blame for the misery and pain it's a shame all the same that we lay down and play their game. You've got it wrong, it's not alright We've got the fire, but does it mean anything We've got the fire tonight. We wanna fight but will that change anything? Will it make it alright? I know it's vague but I'll say it There's something wrong everywhere And you're ashamed to admit it But if it's not then you don't care Well they will put you away for the things that you say And you're not buying in, but their still gonna make you pay You've got it wrong, it's not alright We've got the fire, but does it mean anything We've got the fire tonight We wanna fight but will it change anything? Will that make it alright?"
ML176,Limp Bizkit,Take A Look Around,"[Intro (Video Version):] ""Mr. Durst?"" ""Yeah?"" ""We need your help. Pulling into the diner about now should be four top-secret agents. One of them is carrying a briefcase. Your mission is to obtain the disc from the briefcase."" All the tension in the world today All the little girls fillin' up the world today When the good comes to bad, the bad comes to good But I'ma live my life like I should (like I should) Now all the critics wanna hit it, ya shit can how we did it Just because they don't get it – but I'll stay fitted, new era committed Now this red cap gets a rap from these critics Do we always gotta cry? Do we always gotta live inside a lie? Life's just a blast that's movin' really fast You better stay on top or life will kick you in the ass Follow me into a solo – remember that, kid So what you wanna do? And where you gonna run When you're starin' down the cable of a mic pointed at your grill like a gun? Limp Bizkit is rockin' the set – it's like Russian Roulette, when you're placin', you bet So don't be upset when you're broke and you're done 'Cause I'ma be the one 'til I jet (I'ma be the one 'til I jet) I know why you wanna hate me I know why you wanna hate me I know why you wanna hate me 'Cause hate is all the world has even seen lately I know why you wanna hate me (wanna hate me) I know why you wanna hate me (wanna hate me) Now I know why you wanna hate me 'Cause hate is all the world has even seen lately And now you wanna hate me 'Cause hate is all the world has even seen lately And now you wanna hate me 'Cause hate is all the world has even seen lately Does anybody really know the secret? Or the combination for this life and where they keep it? It's kinda sad when you don't know the meanin' But everything happens for a reason (everything happens for a reason) I don't even know what I should say 'Cause I'm an idiot, a loser, microphone abuser I analyze every second I exist Beatin' up my mind every second with my fists And everybody wanna run (wanna run) Everybody wanna hide from the gun (hide from the gun) You can take that ride through this life, if you want But you can't take the edge off the knife (no, sir!) And now you want your money back But you're denied 'cause your brain's fried from the sack And there ain't nothin' I can do 'Cause life is a lesson, you learn it when you're through I know why you wanna hate me I know why you wanna hate me I know why you wanna hate me 'Cause hate is all the world has even seen lately I know why you wanna hate me (wanna hate me) I know why you wanna hate me (wanna hate me) Now I know why you wanna hate me 'Cause hate is all the world has even seen lately And now you wanna hate me 'Cause hate is all the world has even seen lately And now you wanna hate me 'Cause hate is all the world has even seen lately Now I know why Now I know why (I know why you wanna hate me) Now I know why (I know why you wanna hate me) Now I know why (I know why you wanna hate me) Now I know why you wanna hate me Now I know why you wanna hate me Now I know why you wanna hate me 'Cause hate is all the world has even seen lately 'Cause hate is all the world has even seen lately 'Cause hate is all the world has even seen lately [Outro (Video Version):] ""Hello?"" ""Mr. Durst? Abort the mission, the man in the diner had decoys. Thanks anyway."" ""This message will self-destruct in five seconds."""
ML177,Rancid,The Bravest Kids,The teleprompter is read by the telegenic dead And it goes out across the nation There ain't no war information The Bravest Kids I know Are the one's that got to go fighting over there [x2] All channels pre-emptied Another socialite is gonna get arrested Pop culture transition taking over my television The Bravest Kids I know Are the one's that got to go fighting over there [x2]
ML178,The Clash,White Riot,Lyrics not found
ML179,Me First & The Gimme Gimmes,Over The Rainbow,Lyrics not found
ML180,The Winans,Uphold Me,Lyrics not found
ML181,Donnie McClurkin,We Fall Down,"We fall down But we get up We fall down But we get up We fall down But we get up For a saint is just a sinner who fell down, But we couldn't stay there, And got up [repeat] Get back up again [x6] For a saint is just a sinner who fell down And got up"
ML182,Tonex,God Has Not 4got,"God has not 4got [x4] If He said that He would do it It will come to pass God has not 4got [x2] Just keep on believing, God has not 4got [x2] If He said that He would do it It will come to pass God has not 4got [x2] Don't get discouraged, God has not 4got [x2] If He said that He would do it It will come to pass God has not 4got [Repeat until fade]"
ML183,Jonathan Nelson,My Name Is Victory ,"[Chorus: x2] I've got evidence I've got confidence I'm a conqueror I know that I win I know who I am God wrote it in his plan For me Ooh, oh oh ohooo my name is VICTORY! Ooh, oh oh ohooo my name is VICTORY! [Verse: x2] God gave me authority To conquer the enemy He wrote in my destiny That my name is victory He said that I've over come I know I've already won He wrote in my destiny That my name is Victory I know who I am God wrote it in his plan For me Ooh, oh oh ohooo my name is VICTORY! Ooh, oh oh ohooo my name is VICTORY! Lead I know my Identity My name is VICTORY [x2] I know my Identity My name is VICTORY! [x5] Victory that's my name Victory I know who I am [x2] I know my Identity My name is VICTORY! [x2] Victory that's my name Victory I know who I am [x2] I know who I am [x4]"
ML184,Tamela Mann,Joy Of The Lord,Lyrics not found
ML185,CeCe Winans,Waging War,"Anoint my head anoint my feet Send your angels raining down Here on the battle ground For your glory We're taking territory Fighting unseen enemies Like never before We're waging war Anoint my head anoint my feet Send them raining down Send your angels raining down Here on the battle ground For your glory For your glory We're taking We're taking territory Fighting unseen enemies Like never before Like never before We're waging war I'm tired of principalities Messing with me (Waging war) I'm tired of the devil Stealing from me (Waging war) I promise he won't get one more thing (Waging war) I'm taking it back Taking territory (Waging war) I'm ready for the battle I'm ready to win (Waging war) My weapon of power He lives within (Waging war) I can't be defeated The enemy's gotta flee (Waging war) I'm taking it back Taking territory Going into battle Be my sword Be my shield As we claim the victory Over the enemy In your name You rule and reign Never being defeated anymore We're waging war Be my sword Be my shield As we claim the victory Over the enemy In your name You rule and reign Never being defeated anymore We're waging war I'm tired of principalities Messing with me (Waging war) I'm tired of the devil Stealing from me (Waging war) I promise he won't get one more thing (Waging war) I'm taking it back Taking territory (Waging war) I'm ready for the battle I'm ready to win (Waging war) My weapon of power He lives within (Waging war) I can't be defeated The enemy's gotta flee (Waging war) I'm taking it back Taking territory Going into battle Send your fire Send your fire Fire by night Cloud by day A strong tower Send the latter rain Lion of Judah Lord, God, Mighty in battle Since you did it back then We know you'll do it again Fire by night Cloud by day A strong tower Send the latter rain Lion of Judah Lord, God, Mighty in battle Since you did it back then We know you'll do it again We're going into battle Lord send you fire Fire by night Cloud by day A strong tower Send the latter rain Lion of Judah Lord, God, Mighty in battle Since you did it back then We know you'll do it again Send you fire Fire by night Cloud by day A strong tower Send the latter rain Lion of Judah Lord, God, Mighty in battle Since you did it back then We know you'll do it again So we're waging war I'm tired of principalities Messing with me (Waging war) Like never before I'm tired of the devil Stealing from me (we're waging war) I promise he won't get one more thing I'm taking it back I'm taking it back I'm taking it back Taking territory (Waging war) I'm ready for the battle I'm ready to win (Waging war) My weapon of power He lives within (Waging war) I can't be defeated The enemy's gotta flee (Waging war) I'm taking it back (we're waging) Taking territory (we're waging) Waging war"
ML186,Juanita Bynum,Peace,You are my peace You are my peace You are my peace And I worship thee [repeat] You have delivered my soul When the battle was against me And Your promises You kept That Your Word will set me free (If I just) keep my mind on thee You'll keep me in perfect peace You have delivered my soul (From the snare of the enemy) In the midst of my storm You held and protected me (If I just) keep my mind on thee You'll keep me in perfect peace You have delivered my soul (From the snare of the enemy) In the midst of my storm You held and protected me (If I just) keep my mind on thee You'll keep me in perfect peace [Vamp:] Peace My Peace Peace You're My Peace
ML187,Vanessa Bell Armstrong,Desire Of My Heart,Lyrics not found
ML188,B.B. King,The Thrill Is Gone,"The thrill is gone The thrill is gone away The thrill is gone baby The thrill is gone away You know you done me wrong baby And you'll be sorry someday The thrill is gone It's gone away from me The thrill is gone baby The thrill is gone away from me Although, I'll still live on But so lonely I'll be The thrill is gone It's gone away for good The thrill is gone baby It's gone away for good Someday I know I'll be over it all baby Just like I know a good man should You know I'm free, free now baby I'm free from your spell Oh I'm free, free, free now I'm free from your spell And now that it's all over All I can do is wish you well"
ML189,The Art Of Noise,Moments In Love,Lyrics not found
ML190,Norah Jones,Chasing Pirates,"In your message you said You were going to bed But I'm not done with the night So I stayed up and read But your words in my head Got me mixed up so I turned out the light And I, don't know how To slow it down My mind's racing From chasing pirates Well, I'm having the squeems While the silliest thing's Floppin' around in my brain And I try not to dream But them possible schemes Swim around, wanna drown me in sync And I don't know how To slow it down Oh, my mind's racing From chasing pirates And I don't know how To slow it down Oh, my mind's racing From chasing pirates My mind's racing From chasing pirates My mind's racing From chasing pirates"
ML191,Sade,Never As Good As The First Time,"Never as good No, baby Good times they come and they go Never going to know What fate is going to blow Your way just hope that it feels right Sometimes it comes and it goes You take it ever so slow And then you lose it Then it flows right to you So we rely on the past Special moments that last Were they as tender As we dare to remember Such a fine time as this What could equal the bliss The thrill of the first kiss It'll blow right to you It's never as good as the first time It's never as good as the first time (Never as good as the first time) Good times they come and they go Never going to know It's like the weather One day chicken, next day feathers The rose we remember The thorns we forget We'd love and leave We never spend a minute on regret It is a possibility, the more we know the less we see Second time, is not quite what it seems Natural as the way we came to be The second time, won't live up to the dream It's never as good as the first time (Never as good) It's never as good as the first time (Never as good as the first time) Natural as the way we came to be Second time won't live up to the dream It's natural as the way we came to be The second time is not quite what it seems It's never, ooh, as good as the first time As the first time Never as good as the first time Natural as the way we came to be Second time won't live up to the dream Natural as the way we came to be Second time is not quite what it seems It's never as good as the first time As the first time As good as the first time"
ML192,Chaka Khan,Through The Fire,"I look in your eyes and I can see We've loved so dangerously You're not trusting your heart to anyone You tell me you're gonna play it smart We're through before we start But I believe that we've only just begun When it's this good, there's no saying no I want you so, I'm ready to go [Chorus:] Through the fire To the limit, to the wall For a chance to be with you I'd gladly risk it all Through the fire Through whatever, come what may For a chance at loving you I'd take it all the way Right down to the wire Even through the fire I know you're afraid of what you feel You still need time to heal And I can help if you'll only let me try You touch me and something in me knew What I could have with you Well I'm not ready to kiss that dream goodbye When it's this sweet, there's no saying no I need you so, I'm ready to go [Chorus] Through the test of time [Chorus] Through the fire, to the limit Through the fire, through whatever Through the fire, to the limit Through the fire, through whatever"
ML193,Alicia Keys,Fallin',"I keep on falling in and outta love with you Sometimes I love ya, sometimes you make me blue Sometimes I feel good, at times I feel used Loving you, darling, makes me so confused I keep on falling in and out Of love with you I never loved someone The way that I love you Oh, oh, I never felt this way How do you give me so much pleasure And cause me so much pain? (Yeah, yeah) Just when I think I've taken more than would a fool I start falling back in love with you I keep on falling in and out Of love with you I never loved someone (Someone) The way that I love you (Way I) Oh, baby I, I, I, I'm falling (Yeah, yeah) I, I, I, I'm falling Fall, fall, fall (Sing) Fall I keep on falling in and out (Out) Of love with you (Love with you) I never loved someone (Loved) The way that I love you (I) I'm falling in and out (Yeah) Of love with you (Of love with you) I never loved someone (No, no, no) The way that I love you I'm falling in and out (Yeah) Of love with you (Of love with you) I never loved someone (No, no, no) The way that I love you What?"
ML194,Sade,I Couldn't Love You More,"I couldn't love you more If time was running out Couldn't love you more Oh, right now baby Take me by the hand, come on Be my darling, be the one I wouldn't want to lay or ever love with another If everyone in the world Could give me what I wanted I wouldn't want for more than I have I couldn't love you more if I tried I couldn't love you more, boy I couldn't love you more, boy 'Cause darling I'm on your side I really am on your side My love, I'm on your side Oh, right now, baby I couldn't love you more, boy Stay exactly how you are I couldn't love you more, boy I couldn't love you more I couldn't love you more, boy Stay exactly how you are I couldn't love you more, boy Couldn't love you more If everyone in the world Would give me their treasure I would not want for more Than I have right now"
ML195,Sting,It's Probably Me,"If the night turned cold and the stars looked down And you hug yourself on the cold cold ground You wake the morning in a stranger's coat No one would you see You ask yourself, who'd watch for me My only friend, who could it be It's hard to say it I hate to say it, but it's probably me When your belly's empty and the hunger's so real And you're too proud to beg and too dumb to steal You search the city for your only friend No one would you see Ask yourself, who could it be A solitary voice to speak out and set me free I hate to say it I hate to say it, but it's probably me You're not the easiest person I ever got to know And it's hard for us both to let our feelings show Some would say I should let you go your way You'll only make me cry But if there's one guy, just one guy Who'd lay down his life for you and die It's hard to say it I hate to say it, but it's probably me When the world's gone crazy and it makes no sense There's only one voice that comes to your defense And the jury's out and your eyes search the room And one friendly face is all you need to see If there's one guy, just one guy Who'd lay down his life for you and die It's hard to say it I hate to say it, but it's probably me I hate to say it I hate to say it, but it's probably me I hate to say it I hate to say it, but it's probably me I hate to say it I hate to say it, but it's probably me"
ML196,Go West,What You Won't Do For Love,"I guess you wonder where I've been I searched to find the love within And I came back to let you know Got a thing for you and I can't let go My friends wonder what is wrong with me But I'm in a daze from your love, you see And I came back to let you know Got a thing for you and I can't let go Some people go around the world for love But they may never find what they dream of What you won't do, do for love You've tried everything but you won't give up In my world, only you make me do For love what I would not do My friends wonder what is wrong with me But I'm in a daze from your love, you see And I came back to let you know Got a thing for you and I can't let go And though I only want the best it's true I can't believe the things I do for you What you won't do, do for love You've tried everything but you won't give up In my world, only you make me do For love what I would not do What you won't do, do for love You've tried everything but you won't give up In my world, only you, only you make me do For love what I would not do Make me do for love what I would not do Make me do for love What you won't do, do for love You've tried everything but you won't give up In my world, only you make me do"
