Index,Artist,Title,Mood4Q,Mood2Q
ML1559,Elf Power,Let The Serpent Sleep,relaxed,pos
ML1560,Andrew Bird,Simple X,angry,neg
ML1561,The Beatles,For You Blue,relaxed,pos
ML1562,Bobby Vinton,My Melody Of Love,happy,pos
ML1563,Arc Angels,Shape I'm In,happy,pos
ML1564,Bob Dylan,"Corrina, Corrina",relaxed,pos
ML1565,Steel Panther,Death To All But Metal,sad,neg
ML1566,Sheryl Crow,Killer Life,angry,neg
ML1567,Big Head Todd & The Monsters,Please Don't Tell Her,happy,pos
ML1568,Aaron Lewis,Massachusetts,relaxed,pos
ML1569,Fleetwood Mac,Songbird,happy,pos
ML1570,Boston,Party,happy,pos
ML1571,The Beatles,Maxwell's Silver Hammer,sad,neg
ML1572,The Who,Gettin' In Tune,relaxed,pos
ML1573,Rene & Angela,I Love You More,happy,pos
ML1574,Chaka Khan,Got To Be There,relaxed,pos
ML1575,Shalamar,Somewhere There's A Love,happy,pos
ML1576,Tiesto,Who Wants To Be Alone ,relaxed,pos
ML1577,George Duke,Listen Baby,relaxed,pos
ML1578,Musiq,Girl Next Door ,relaxed,pos
ML1579,The Cure,The Perfect Girl,relaxed,pos
ML1580,Martha & The Muffins,Echo Beach,relaxed,pos
ML1581,Devo,Girl U Want,relaxed,pos
ML1582,Ben Harper & The Innocent Criminals,Fight Outta You,angry,neg
ML1583,Ginuwine,Trouble ,angry,neg
ML1584,Tool,Part Of Me,sad,neg
ML1585,Zapp & Roger,Slow And Easy,relaxed,pos
ML1586,Patti LaBelle,When You Talk About Love,happy,pos
ML1587,Mila J,No More Complaining,sad,neg
ML1588,Musiq,Settle For My Love ,happy,pos
ML1589,Brook Benton,Thank You Pretty Baby,happy,pos
ML1590,Austrian Death Machine,It's Not A Tumor ,angry,neg
ML1591,Walls Of Jericho,A Trigger Full Of Promises,angry,neg
ML1592,Jo Dee Messina,Burn,angry,neg
ML1593,Chimaira,Power Trip,angry,neg
ML1594,Radiohead,Go To Sleep,sad,neg
ML1595,Can,Moonshake,relaxed,pos
ML1596,Matt & Kim,Don't Slow Down,sad,neg
ML1597,New Found Glory,It's Not Your Fault,sad,neg
ML1598,LCD Soundsystem,Disco Infiltrator,sad,neg
ML1599,Kisses,People Can Do The Most Amazing Things,angry,neg
ML1600,Starfucker,The White Of Noon,angry,neg
ML1601,The Black Dahlia Murder,What A Horrible Night To Have A Curse,sad,neg
ML1602,New York Dolls,Trash,sad,neg
ML1603,Howlin' Wolf,Built For Comfort,relaxed,pos
ML1604,Alela Diane,To Begin,sad,neg
ML1605,Menomena,Lunchmeat,sad,neg
ML1606,Malachai,Rainbows ,relaxed,pos
ML1607,Frightened Rabbit,Fast Blood,angry,neg
ML1608,Reba McEntire,I'm Not That Lonely Yet,sad,neg
ML1609,Lupe Fiasco,Intruder Alert ,angry,neg
ML1610,Tiziano Ferro,Tardes Negras,sad,neg
ML1611,Kyle Riabko,What Did I Get Myself Into,relaxed,pos
ML1612,Of Montreal,Doing Nothing,sad,neg
ML1613,Gold Motel,The Cruel One,sad,neg
ML1614,Rotten Sound,Scared,angry,neg
ML1615,Wolf Parade,I'll Believe In Anything,angry,neg
ML1616,The Rapture,House Of Jealous Lovers,relaxed,pos
ML1617,OFF!,Poison City,angry,neg
ML1618,Cradle Of Filth,Nymphetamine,sad,neg
ML1619,Mount Moriah,Lament,angry,neg
ML1620,Low,Just Stand Back,sad,neg
ML1621,Bright Eyes,Devil Town,angry,neg
ML1622,Fenech-Soler,Contender,angry,neg
ML1623,Luis Fonsi,Abrazar La Vida,sad,neg
ML1624,Anti-Flag,Turncoat,angry,neg
ML1625,CeCe Winans,Away In A Manger,relaxed,pos
ML1626,Daryl Hall & John Oates,Home For Christmas,relaxed,pos
ML1627,"Harry Connick, Jr.",Blue Christmas,relaxed,pos
ML1628,Peter White,Silent Night,relaxed,pos
ML1629,Mariah Carey,Silent Night,relaxed,pos
ML1630,Rascal Flatts,I'll Be Home For Christmas,relaxed,pos
ML1631,Kenny Rogers & Dolly Parton,With Bells On,relaxed,pos
ML1632,Kenny Chesney,Pretty Paper,relaxed,pos
ML1633,Jo Dee Messina,Silent Night,relaxed,pos
ML1634,Casting Crowns,Silent Night,relaxed,pos
ML1635,Jim Brickman,Sending You A Little Christmas,relaxed,pos
ML1636,Andy Williams,Silent Night,relaxed,pos
ML1637,Josh Groban,Silent Night,relaxed,pos
ML1638,Amy Grant,Silent Night,relaxed,pos
ML1639,Vince Gill,Let There Be Peace On Earth,relaxed,pos
ML1640,Stevie Wonder,One Little Christmas Tree,relaxed,pos
ML1641,Six Feet Under,Shadow Of The Reaper,sad,neg
ML1642,Sanctus Real,Silent Night,relaxed,pos
ML1643,Out Of Eden,O Little Town Of Bethlehem,relaxed,pos
ML1644,Michael McDonald,I'll Be Home For Christmas,relaxed,pos
ML1645,Frank Sinatra,Silent Night,relaxed,pos
ML1646,Obituary,Slowly We Rot,angry,neg
ML1647,Underworld,Beautiful Burnout,relaxed,pos
ML1648,Crystal Castles,Alice Practice,sad,neg
ML1649,Randy Travis,White Christmas Makes Me Blue,relaxed,pos
ML1650,Lady Antebellum,Blue Christmas,relaxed,pos
ML1651,Rose,Sombre Con,sad,neg
ML1652,Talking Heads,Blind,sad,neg
ML1653,Beck,Nobody's Fault But My Own,sad,neg
ML1654,King Crimson,Matte Kudasai,sad,neg
ML1655,Dave Barnes,Family Tree,relaxed,pos
ML1656,MERCY ME,Joseph's Lullaby,relaxed,pos
ML1657,Matt Maher,Empty & Beautiful,angry,neg
ML1658,Ledisi,Silent Night,relaxed,pos
ML1659,Ledisi,What A Wonderful World,relaxed,pos
ML1660,The Damned Things,Handbook For The Recently Deceased,angry,neg
ML1661,Luis Miguel,Ayer,sad,neg
ML1662,Slaughter,Mad About You,angry,neg
ML1663,Mountain,Theme From An Imaginary Western,sad,neg
ML1664,Bing Crosby,Silent Night,relaxed,pos
ML1665,Th' Legendary Shack Shakers,Swampblood,sad,neg
ML1666,Karrin Allyson,Everything Must Change,relaxed,pos
ML1667,JJ Grey & Mofro,On Fire,angry,neg
ML1668,Elvis Costello,One Bell Ringing,sad,neg
ML1669,Mudcrutch,Crystal River,relaxed,pos
ML1670,Louis Armstrong,What A Wonderful World,relaxed,pos
ML1671,The Rolling Stones,Going Home,relaxed,pos
ML1672,Elvis Presley,Blue Christmas ,relaxed,pos
ML1673,Brooks & Dunn,Blue Christmas,relaxed,pos
ML1674,Randy Travis,Pretty Paper,relaxed,pos
ML1675,Slayer,Warzone,angry,neg
ML1676,Meat Loaf,Hot Patootie-Bless My Soul,relaxed,pos
ML1677,Susan Boyle,Silent Night,relaxed,pos
ML1678,Vince Gill,Blue Christmas,relaxed,pos
ML1679,Ricky Van Shelton,Blue Christmas,relaxed,pos
ML1680,Clay Walker,Blue Christmas,relaxed,pos
ML1681,Luther Vandross,Got You Home,relaxed,pos
ML1682,Marques Houston,Favorite Girl,relaxed,pos
ML1683,Goldfrapp,Little Bird,relaxed,pos
ML1684,Smashing Pumpkins,Soma,angry,neg
ML1685,Moby,Nearer,relaxed,pos
ML1686,Cheap Trick,Auf Wiedersehen,angry,neg
ML1687,Blonde Redhead,Here Sometimes,relaxed,pos
ML1688,Zero 7,Ghost Symbol,relaxed,pos
ML1689,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,sad,neg
ML1690,The Cure,Prayers For Rain,sad,neg
ML1691,Band Of Horses,The Funeral,sad,neg
ML1692,Barcelona,Colors,angry,neg
ML1693,Joan Sebastian,Oyeme Chatita,sad,neg
ML1694,Vicente Fernandez,Si Te Vas No Hay Lio,sad,neg
ML1695,Armored Saint,Reign Of Fire,angry,neg
ML1696,Billie Holiday,Am I Blue?,sad,neg
ML1697,Solomon Burke,None Of Us Are Free,relaxed,pos
ML1698,Ella Fitzgerald,Solitude ,sad,neg
ML1699,Heart,How Can I Refuse,angry,neg
ML1700,Cat Stevens,Sad Lisa,sad,neg
ML1701,Rush,Cold Fire,angry,neg
ML1702,The Mighty Mighty Bosstones,So Sad To Say,sad,neg
ML1703,The Beatles,Her Majesty,relaxed,pos
ML1704,Jose Feliciano,La Copa Rota,sad,neg
ML1705,The Beach Boys,Surfer Girl,relaxed,pos
ML1706,Billie Holiday,I Hear Music,relaxed,pos
ML1707,Kem,When I'm Loving You,relaxed,pos
ML1708,Natalie Merchant,"Crying, My Little One",relaxed,pos
ML1709,Lacy J. Dalton,Takin' It Easy,relaxed,pos
ML1710,Beach House,Gila,sad,neg
ML1711,Jenny And Johnny,While Men Are Dreaming,relaxed,pos
ML1712,Royksopp,It's What I Want,relaxed,pos
ML1713,OK Go,All Is Not Lost,angry,neg
ML1714,Rogue Wave,Endless Shovel,sad,neg
ML1715,Daft Punk,Steam Machine,sad,neg
ML1716,The Clash,Hate And War,angry,neg
ML1717,Bauhaus,The Passion Of Lovers,angry,neg
ML1718,Huey Lewis And The News,Respect Yourself,relaxed,pos
ML1719,Ted Leo & The Pharmacists,Army Bound,sad,neg
ML1720,Cat Power,He War,angry,neg
ML1721,The Kinks,Set Me Free,relaxed,pos
ML1722,Antony & The Johnsons,Shake That Devil,relaxed,pos
ML1723,Foxy Shazam,Unstoppable,sad,neg
ML1724,Mark Ronson,Just ,sad,neg
ML1725,Daft Punk,Revolution 909,relaxed,pos
ML1726,Broadcast,Tender Buttons,sad,neg
ML1727,Ted Leo & The Pharmacists,The Ballad Of The Sin Father,angry,neg
ML1728,Twisted Sister,Burn In Hell,angry,neg
ML1729,Exodus,The Toxic Waltz,angry,neg
ML1730,The Red Hot Chili Peppers,Fire,angry,neg
ML1731,Dum Dum Girls,I Will Be,relaxed,pos
ML1732,Bowerbirds,House Of Diamonds,relaxed,pos
ML1733,Bullet For My Valentine,Alone,sad,neg
ML1734,Frankie Ruiz,La Rueda,sad,neg
ML1735,Musiq,Girl Next Door ,relaxed,pos
ML1736,Devo,Race Of Doom,angry,neg
ML1737,The Red Hot Chili Peppers,Fight Like A Brave,angry,neg
ML1738,Living Colour,Glamour Boys,relaxed,pos
ML1739,Norah Jones,The Long Way Home,relaxed,pos
ML1740,Blood Brothers,Set Fire To The Face On Fire,angry,neg
ML1741,Times Of Grace,Fight For Life,angry,neg
ML1742,Pantera,Floods,angry,neg
ML1743,Chet Baker,Let's Get Lost,angry,neg
ML1744,Sarah Vaughan,Little Girl Blue,relaxed,pos
ML1745,Sepultura,Territory,angry,neg
ML1746,Kem,Into You,relaxed,pos
ML1747,Axe Bahia,Beso En La Boca,sad,neg
ML1748,Dinah Washington,Blue Skies,relaxed,pos
ML1749,Jill Scott,Bedda At Home,relaxed,pos
ML1750,Evile,Armoured Assault,angry,neg
ML1751,The Brian Jonestown Massacre,Sailor,sad,neg
ML1752,Caribou,Sun,relaxed,pos
ML1753,Dean Martin,Send Me The Pillow You Dream On,relaxed,pos
ML1754,Abysmal Dawn,The Descent,sad,neg
ML1755,Ella Fitzgerald,Rocks In My Bed,relaxed,pos
ML1756,The Ramones,Surfin' Bird,relaxed,pos
ML1757,Bloc Party,Banquet,angry,neg
ML1758,The Kooks,If Only,angry,neg
ML1759,The White Tie Affair,Candle ,sad,neg
ML1760,Keane,This Is The Last Time,sad,neg
ML1761,Smashing Pumpkins,I Am One,angry,neg
ML1762,Visions Of Atlantis,Twist Of Fate,angry,neg
ML1763,Wilco,War On War,angry,neg
ML1764,Jenny Lewis,Pretty Bird,relaxed,pos
ML1765,Visions Of Atlantis,Conquest Of Others,angry,neg
ML1766,Steel Train,Firecracker,sad,neg
ML1767,Cavalera Conspiracy,Blunt Force Trauma,angry,neg
ML1768,Mastodon,Iron Tusk,angry,neg
ML1769,Luis Enrique,San Juan Sin Ti,sad,neg
ML1770,Alejandra Guzman,Hacer El Amor Con Otro,sad,neg
ML1771,Neil Diamond,Kentucky Woman,relaxed,pos
ML1772,Tinariwen,Matadjem Yinmixan,angry,neg
ML1773,Miike Snow,Burial,angry,neg
ML1774,Alice Russell,Hurry On Now,sad,neg
ML1775,Darryl Worley,Family Tree,relaxed,pos
ML1776,Chris Ledoux,Hooked On An 8 Second Ride,angry,neg
ML1777,Brooks & Dunn,We'll Burn That Bridge,angry,neg
ML1778,The Ting Tings,That's Not My Name,sad,neg
ML1779,Richie Havens,Here Comes The Sun,relaxed,pos
ML1780,Sophie Milman,I'm On Fire,angry,neg
ML1781,Metallica,Seek &#x26; Destroy,angry,neg
ML1782,Radiohead,Nude,sad,neg
ML1783,Crocodiles,All My Hate And My Hexes Are For You,angry,neg
ML1784,Austra,Spellwork,angry,neg
ML1785,The Flaming Lips,Sagittarius Silver Announcement,relaxed,pos
ML1786,Lee Andrews & The Hearts,Long Lonely Nights,sad,neg
ML1787,Kraftwerk,Neon Lights,sad,neg
ML1788,The Grateful Dead,Till The Morning Comes,relaxed,pos
ML1789,Caribou,Sun,relaxed,pos
ML1790,Timi Yuro,Hurt,angry,neg
ML1791,Eric Benet,Hurricane,angry,neg
ML1792,David Rock Feinstein,Metal Will Never Die ,sad,neg
ML1793,No Age,Things I Did When I Was Dead,angry,neg
ML1794,The Raveonettes,Evil Seeds,angry,neg
ML1795,Atreyu,Lonely,sad,neg
ML1796,Finger Eleven,Stay In Shadow,sad,neg
ML1797,Lacuna Coil,I Won't Tell You,angry,neg
ML1798,Serj Tankian,Sky Is Over,relaxed,pos
ML1799,Buckcherry,Broken Glass,sad,neg
ML1800,Joss Stone,Bruised But Not Broken,angry,neg
ML1801,Framing Hanley,You Stupid Girl,sad,neg
ML1802,Los Primos De Durango,Se Me Antoja Tu Piel,sad,neg
ML1803,Alexander O'Neal,Innocent,relaxed,pos
ML1804,Raheem DeVaughn,Nobody Wins A War ,angry,neg
ML1805,Unwritten Law,Save Me,sad,neg
ML1806,Gwar,A Gathering Of Ghouls,angry,neg
ML1807,BarlowGirl,Stay With Me,angry,neg
ML1808,British Sea Power,Oh Larsen B,sad,neg
ML1809,Neil Young,Angry World,angry,neg
ML1810,Yeah Yeah Yeahs,Dull Life,angry,neg
ML1811,Chalino Sanchez,Corazoncito Tirano,sad,neg
ML1812,Wavves,Super Soaker,sad,neg
ML1813,Belle & Sebastian,The Ghost Of Rockschool,relaxed,pos
ML1814,M. Ward,Blake's View,sad,neg
ML1815,Hannah Montana,Gonna Get This ,relaxed,pos
ML1816,Joyce Sims,All And All,relaxed,pos
ML1817,Skillet,Live Free Or Let Me Die,angry,neg
ML1818,Vanessa Williams,Lazy Afternoon,sad,neg
ML1819,Buddy Guy,I Smell Trouble,angry,neg
ML1820,The Vaselines,You Think You're A Man,relaxed,pos
ML1821,Mishka,Above The Bones,relaxed,pos
ML1822,Azure Ray,The Drinks We Drank Last Night,sad,neg
ML1823,The Flaming Lips,The Sparrow Looks Up At The Machine,sad,neg
ML1824,Alkaline Trio,Time To Waste,sad,neg
ML1825,Marc Anthony,Hasta Que Vuelvas Conmigo ,sad,neg
ML1826,The Carpenters,Ticket To Ride,sad,neg
ML1827,Jazmine Sullivan,After The Hurricane,angry,neg
ML1828,Beres Hammond,Try If You Want,angry,neg
ML1829,John Pizzarelli,Happy Talk,relaxed,pos
ML1830,Ray Charles,Somewhere Over The Rainbow ,relaxed,pos
ML1831,Guns N' Roses,Paradise City ,relaxed,pos
ML1832,Skeeter Davis,I Can't Stay Mad At You,angry,neg
ML1833,Teddy Pendergrass,"Easy, Easy, Got To Take It Easy",relaxed,pos
ML1834,Glen Campbell,Dream Baby ,relaxed,pos
ML1835,Disturbed,Believe,angry,neg
ML1836,Los Traileros Del Norte,Anoche Estuve Llorando,sad,neg
ML1837,Midlake,Head Home,relaxed,pos
ML1838,Joan Sebastian,Amor Limosnero,sad,neg
ML1839,The Kills,Getting Down,angry,neg
ML1840,Slayer,Necrophobic,sad,neg
ML1841,Tame Impala,The Bold Arrow Of Time,sad,neg
ML1842,Buke And Gass,Naked Cities,sad,neg
ML1843,We Are Scientists,Pittsburgh,relaxed,pos
ML1844,Orange Juice,Falling And Laughing,angry,neg
ML1845,Two Door Cinema Club,Undercover Martyn,sad,neg
ML1846,Raul Malo,You're Only Lonely,sad,neg
ML1847,In This Moment,Beautiful Tragedy,angry,neg
ML1848,Broken Social Scene,Fire Eye'd Boy,angry,neg
ML1849,Dave Matthews & Tim Reynolds,Crash Into Me,angry,neg
ML1850,Andy Williams,Butterfly,relaxed,pos
ML1851,Luis Miguel,Cruz De Olvido,sad,neg
ML1852,The Smiths,Meat Is Murder,sad,neg
ML1853,Ellie Goulding,Your Biggest Mistake,sad,neg
ML1854,Hey Champ,Cold Dust Girl,sad,neg
ML1855,Eisley,Sad,sad,neg
ML1856,Railroad Earth,Hard Livin',sad,neg
ML1857,Ben Kweller,Fight,angry,neg
ML1858,Warbringer,Total War,angry,neg
ML1859,Fruit Bats,Legs Of Bees,sad,neg
ML1860,Sons And Daughters,Johnny Cash,relaxed,pos
ML1861,The Fixx,Deeper And Deeper ,sad,neg
ML1862,Starfucker,Millions,angry,neg
ML1863,Pink Floyd,Chapter 24,relaxed,pos
ML1864,Panda Bear,Search For Delicious,angry,neg
ML1865,Black Rebel Motorcycle Club,Ain't No Easy Way,relaxed,pos
ML1866,ABC,Poison Arrow,angry,neg
ML1867,Bloodsimple,Falling Backwards,angry,neg
ML1868,Toby Beau,My Angel Baby,relaxed,pos
ML1869,Jeffrey Osborne,Don't You Get So Mad,angry,neg
ML1870,Ann & Nancy Wilson,Blue Christmas,relaxed,pos
ML1871,ZZ Top,Arrested For Driving While Blind,sad,neg
ML1872,Fear Factory,Self Bias Resistor,angry,neg
ML1873,Inna,Amazing,angry,neg
ML1874,Kaskade,Fire In Your New Shoes ,angry,neg
ML1875,Jeff Lorber,Reflections,relaxed,pos
ML1876,Jose Luis Perales,El Amor,sad,neg
ML1877,Def Leppard,Comin' Under Fire,angry,neg
ML1878,Bruce Channel,Hey! Baby,relaxed,pos
ML1879,Echoing Angels,God Bless Us,relaxed,pos
ML1880,Al Jarreau,White Christmas,relaxed,pos
ML1881,The Supremes,My Christmas Tree,relaxed,pos
ML1882,Bronco,Cinco Locos,sad,neg
ML1883,Dethklok,Burn The Earth,angry,neg
ML1884,Peter White,Silent Night ,relaxed,pos
ML1885,Wilson Phillips,Silent Night,relaxed,pos
ML1886,LeAnn Rimes,All I Want For Christmas,relaxed,pos
ML1887,Jackie Evancho,Silent Night,relaxed,pos
ML1888,Trans-Siberian Orchestra,This Christmas Day,relaxed,pos
ML1889,Vince Gill,Do You Hear What I Hear,relaxed,pos
ML1890,"Harry Connick, Jr.",Silent Night,relaxed,pos
ML1891,Ella Fitzgerald,Take Love Easy ,relaxed,pos
ML1892,Don Henley,Taking You Home,relaxed,pos
ML1893,Gloriana,Silent Night,relaxed,pos
ML1894,Dean Martin,Silent Night,relaxed,pos
ML1895,Jerry Lee Lewis,"Another Place, Another Time",sad,neg
ML1896,Johnny Cash,Blue Christmas,relaxed,pos
ML1897,Johnny Cash,The Gifts They Gave,relaxed,pos
ML1898,The Staple Singers,Respect Yourself,relaxed,pos
ML1899,Dashboard Confessional,Vindicated,sad,neg
ML1900,Carrie Underwood,Home Sweet Home,relaxed,pos
ML1901,Hey Monday,How You Love Me Now,relaxed,pos
ML1902,Janelle Monae,Cold War,angry,neg
ML1903,The Ramones,53rd & 3rd,sad,neg
ML1904,Asobi Seksu,Thursday,sad,neg
ML1905,Mastodon,Crusher Destroyer,angry,neg
ML1906,Symphony X,Serpent's Kiss,angry,neg
ML1907,Keb' Mo',The Door,sad,neg
ML1908,Lindsey Buckingham,Go Insane,angry,neg
ML1909,The Temper Trap,Love Lost,angry,neg
ML1910,The Go! Team,Rolling Blackouts,sad,neg
ML1911,Kaiser Chiefs,Oh My God,relaxed,pos
ML1912,Editors,No Sound But The Wind,angry,neg
ML1913,Tony Bennett,Lullaby Of Broadway ,relaxed,pos
ML1914,Animal Collective,Bleed,angry,neg
ML1915,Underworld,Hamburg Hotel,sad,neg
ML1916,Caribou,Found Out,sad,neg
ML1917,Iggy & The Stooges,Gimme Danger,angry,neg
ML1918,Cassandra Wilson,Black Orpheus,sad,neg
ML1919,JJ Grey & Mofro,Lullaby,relaxed,pos
ML1920,Cowboy Junkies,Flirted With You All My Life,sad,neg
ML1921,Nitzer Ebb,Join In The Chant,angry,neg
ML1922,Paris Hilton,Fightin' Over Me ,angry,neg
ML1923,Killing Joke,The Death And Resurrection Show,angry,neg
ML1924,Jet,Black Hearts ,angry,neg
ML1925,Rev Theory,Broken Bones,angry,neg
ML1926,Cold,Suffocate,angry,neg
ML1927,Slayer,Evil Has No Boundaries,angry,neg
ML1928,Emilio Navaira,No Es El Fin Del Mundo ,sad,neg
ML1929,Cafe Tacuba,Las Persianas,sad,neg
ML1930,Weekend,End Times,sad,neg
ML1931,The Autumn Defense,Step Easy,relaxed,pos
ML1932,The Beatles,Free As A Bird,relaxed,pos
ML1933,Irma Thomas,Same Old Blues,sad,neg
ML1934,Jimi Hendrix,Who Knows,relaxed,pos
ML1935,Cloud Nothings,Old Street,relaxed,pos
ML1936,Vivian Girls,All The Time,sad,neg
ML1937,The Avalanches,Flight Tonight,angry,neg
ML1938,Bruce Springsteen & The E Street Band,Fire ,angry,neg
ML1939,Ruben Blades,El Padre Antonio Y El Monaguillo Andres,sad,neg
ML1940,3 Inches Of Blood,Trial Of Champions,angry,neg
ML1941,Forbidden,Forsaken at the Gates,sad,neg
ML1942,Serena Ryder,Little Bit Of Red,relaxed,pos
ML1943,Patty Griffin,You'll Remember,sad,neg
ML1944,Bobby Darin,Blue Skies,relaxed,pos
ML1945,Kirk Whalum,Inside ,relaxed,pos
ML1946,Fear Factory,Replica,angry,neg
ML1947,Dolly Parton,It's Sure Gonna Hurt ,angry,neg
ML1948,Arch Enemy,I Will Live Again,angry,neg
ML1949,The Innocence Mission,Gentle The Rain At Home,relaxed,pos
ML1950,John Scofield,Motherless Child,relaxed,pos
ML1951,Javier Solis,Lloraremos Los Dos,sad,neg
ML1952,Iron Maiden,The Evil That Men Do,angry,neg
ML1953,Motley Crue,White Trash Circus,sad,neg
ML1954,Aerosmith,Get A Grip,sad,neg
ML1955,Aerosmith,Fever,sad,neg
ML1956,Decyfer Down,Crash,angry,neg
ML1957,Buffalo Springfield,Kind Woman,relaxed,pos
ML1958,Robi Draco Rosa,Vagabundo,sad,neg
ML1959,Zoe,Reptilectric,sad,neg
ML1960,MDO,No Puedo Olvidarme De Ti ,sad,neg
ML1961,Braille,Counter Attack ,angry,neg
ML1962,Gary Puckett & The Union Gap,This Girl Is A Woman Now,relaxed,pos
ML1963,Cassandra Wilson,A Day In The Life Of A Fool,sad,neg
ML1964,Danzig,Dirty Black Summer,sad,neg
ML1965,K'Naan,Fire In Freetown,angry,neg
ML1966,Dead Confederate,Run From The Gun,angry,neg
ML1967,Love Is All,Bigger Bolder,angry,neg
ML1968,The Raveonettes,Heart Of Stone,angry,neg
ML1969,The Smiths,London,sad,neg
ML1970,Jeru The Damaja,D. Original,sad,neg
ML1971,Phyllis Hyman,"Loving You, Losing You",angry,neg
ML1972,Neko Case,Lady Pilot,angry,neg
ML1973,Jonathan Richman,I Was The One She Came For,angry,neg
ML1974,Erasure,Love To Hate You,angry,neg
ML1975,Tab Benoit,Can't You See,sad,neg
ML1976,Charles Brown,Trouble Blues,angry,neg
ML1977,Brett Dennen,Dancing At A Funeral,sad,neg
ML1978,Motograter,Down,sad,neg
ML1979,Anders Osborne,Killing Each Other,angry,neg
ML1980,Frankie Goes To Hollywood,Two Tribes,angry,neg
ML1981,Tricky,Murder Weapon,angry,neg
ML1982,Morcheeba,Fear & Love,angry,neg
ML1983,Bad Religion,Let Them Eat War,angry,neg
ML1984,High On Fire,Holy Flames Of The Fire Spitter,angry,neg
ML1985,Pink Floyd,Take Up Thy Stethoscope And Walk,angry,neg
ML1986,All That Remains,Become The Catalyst,angry,neg
ML1987,Five Finger Death Punch,Burn It Down,angry,neg
ML1988,Phobia,Sign Of Times,angry,neg
ML1989,M.I.A.,Bucky Done Gun,angry,neg
ML1990,Testament,Apocalyptic City ,angry,neg
ML1991,The Sex Pistols,Liar,angry,neg
ML1992,Unearth,Endless,angry,neg
ML1993,Iron Maiden,Fear Of The Dark,angry,neg
ML1994,30 Seconds To Mars,Search And Destroy,angry,neg
ML1995,Muse,Take A Bow,angry,neg
ML1996,David Bowie,I'm Afraid Of Americans,angry,neg
ML1997,U2,The Refugee,angry,neg
ML1998,Lair Of The Minotaur,Evil Power,angry,neg
ML1999,Jimmy Ruffin,I've Passed This Way Before,angry,neg
ML2000,High On Fire,Bastard Samurai,angry,neg
