emotion,lyrics
angry," The  main attraction , distraction Got ya number than number than numb Empty ya pockets, son, they got you thinkin' that What ya need is what they selling Make you think that buying is rebelling From the theaters to malls on every shore The thin line between entertainment and war The frontline is everywhere, there be no shelter here Spielberg , the  nightmare works  so push it far Amistad  was a  whip , the truth was  feathered and tarred Memories erased, burned and scarred Trade in ya history  for a VCR Cinema, simulated life, ill drama Fourth Reich culture ,  Americana Chained to the dream they got you searchin' for The thin line between entertainment and war   There be no shelter here (The frontline is everywhere) There be no shelter here (The frontline is everywhere) There be no shelter here (The frontline is everywhere) There be no shelter here (The frontline is everywhere)   Hospitals not profit full The  market bulls  got pockets full To advertise some hip disguise View the world from American eyes The poor adore, keep fiendin' for more The thin line between entertainment and war They fix the need, develop the taste Buy their products or get laid to waste Coca-Cola is back in the veins of Saigon And Rambo too, he's got a dope pair of Nikes on And Godzilla, pure mothafuckin' filler To keep ya eyes off the real killer Cinema, simulated life, ill drama Fourth Reich culture, Americana Chained to the dream they got you searchin' for Tha thin line between entertainment and war   There be no shelter here (The frontline is everywhere) There be no shelter here (The frontline is everywhere) There be no shelter here (The frontline is everywhere) There be no shelter here (The frontline is everywhere)   American eyes, American eyes View the world from American eyes Bury the past, rob us blind And leave nothing behind American eyes, American eyes View the world from American eyes Bury the past, rob us blind And leave nothing behind   Just stare Just stare Just stare Just stare Relive the nightmare"
relaxed," Did you hurt your hand again Last night when you fell in the snow?   Shuffle shuffle shuffle shuffle Shuffle your feet Without looking down You know how to place your feet Carefully On the ground   Lighten up Lighten up Lighten up, you say, lighten up Lighten up   But here it's dangerous, not like home You never know what might be under the snow   Lighten up Lighten up Lighten up, you say, lighten up Lighten up   Tomorrow when we walk in the cold Keep hold of your hand 'cos you know I like it so when If you push me down I will try not to care about what might Be under there   Lighten up Lighten up Lighten up, you know, lighten up Lighten up"
sad,You don't know of the strings you're pulling They've been hanging loose on me I go crazy when I feel them moving Cause' it reminds me I don't let you be free I'll go through a fire for this I'll go all the way and hope There's a loophole we've missed My name can't live up to this matter So don't say it if you don't want what it will bring And if you are scared of this dirty weather I think you should rush off for your thing I'll be in the fire for you My senses don't work so well when I'm hurt but I've said I love you I'll be in the fire for you I'll wait in the fire and I will hope I'm still there when you're through
relaxed," In this world, if you read the papers, Lord You know everybody's fighting on with each other You got no one you can count on, baby Not even your own brother   So if someone comes along He's going to give you some love and affection I'd say get it while you can, yeah Honey, get it while you can Hey, hey, get it while you can Don't you turn your back on love, no, no   Don't you know when you're loving anybody, baby You're taking a gamble on a little sorrow But then who cares, baby Because we may not be here tomorrow, no     Oh, get it while you can Honey get it when you're going to want to need it dear, yeah yeah Hey hey, get it while you can Don't you turn your back on love No no no, no no no no, get it while you can I said hold on to somebody when you get a little lonely, dear   Hey hey, hold on to that man's heart Yeah, get it, want it, hold it, need it Get it, want it, need it, hold it Get it while you can, yeah Honey get it while you can, baby, yeah Hey hey, get it while you can"
angry,"Flew off early in the haze of dawn In a metal dragon lost in time Skimming waves of an underground sea In some kind of dreamworld fantasy Sun a hot circle on a canopy '25 a racing blot  on a bright green sea Ahead the dim blur of an alien land Time to give ourselves to strange gods' hands Dark flak spiders bursting in the sky Reaching twisted claws on every side No place to run, no place to hide No turning back on a suicide ride Toy city streets crawling through my sights Sprouting clumps of mushrooms like a world surreal This dream won't ever, ever end And time seems like it'll never begin 30 seconds and a one way ride 30 seconds and no place to hide 30 seconds and a one way ride 30 seconds and no place to hide 30 seconds over Tokyo 30 seconds over Tokyo 30 seconds over Tokyo 30 seconds over Tokyo 30 seconds over Tokyo 30 seconds over Tokyo"
angry,"The older i get the more i know why Mass murder and serial killers are All great art comes from suffering Only death is real Take us away from this rotten world Heartache every moment Dont talk to me, I dont believe a word All of your fears are lies Question the future The Nothing is certain Alle Kunst kommt vom Leid Nur der Tod ist echt Bring uns weg von dieser Welt Permanenter Herzinfarkt Sprich nicht mit mir ich glaub kein Wort Alle Aengste sind Luegen Stell die Zukunft in Frage Das Spielzeug ist fuer immer tod Tout l art vient de la peine Seulement la mort est vraie Nous prendre loin de ce monde putrefie Chagrin d amour chaque moment Ne pas me parler, je ne croient pas un Word Toutes vos craintes sont des mensonges Remettre en cause le futur Je suis pour toujours mort"
angry,"Motherfucker I'm Kool Keith, motherfucker I'm cursin You know I'm the type of guy to piss And throw shit in your face if you're the right person I don't give a fuck if your name is Tony Gerson  Ultimately figure the champion Figure express shit, the best shit You tess shit, caress shit Talk more higher, than less shit You wear a dress shit Impress shit, you confess shit Ivory wash with the Zest shit Fuck the weed and the sess shit Don't bother with the pest shit Check cash, you guess shit Fuck the Coupe and the S shit The talkin behind my back shit The skirt and the dress shit You really workin that East and West with the juice It's some death shit, whack niggas you sign Get witcha girl, run your mouth with the Celeste shit No worry, I get more, I fight and scuffle, at the Greek I ain't down with that fest shit You gonna voodoo yourself and get your motherfuckin ass killed With that bulletproof vest shit Copy assholes, let the public hype you up on some wild West shit Fightin ugly bitches on that obsessed shit Old slang, I wouldn't say fresh shit Silk shirts, take note shit Put on your coat shit Get out of here you smell like goat shit Wheats and oats shit You see you still on that flossin and that yacht and that boat shit Don't say a word when I quote shit If you real fuck your card, and go promote shit Fuck the Virgin Islands, paddle and float shit Get your girl, fuckin run, you better fuckin go quick Fertilizer, you better try to grow shit You ain't no Don Juan on that stroll shit You sniffin blow shit You sit on the toilet, and go shit! Tell motherfuckers everywhere, this is pro shit No G.I., I'm like my pops - I'm on some Joe shit! Some Grover mixin a little, mo' shit You say OH SHIT! You can't get a slice of my pizza? No shit Get off my stage, you ain't on my show, shit Trumpets, you got some musical notes? You can't blow shit You need to step back, go to shit"
sad, Going into business An agreement of your bombast You'd love my bed You took the other instead But don't you feel low? I was being oblique And you'd love my bed You got the other instead     What do you owe me? The price of your peace of mind You'd love my bed You took it all instead
angry,"There's something crawling There's something crawling in the dark I don't see it, but I know it's after me There's something lurking Oh, there's something lurking in the dark I don't see it, but I know it's here for me I don't feel it I'm not afraid of it 'Cause I'm as evil as can get Nothing's ever scared me yet Hey hey hey Creepy crawler What's wrong with you now You seem a little smaller Hey hey hey Creepy crawler Crawl back from where you came You're not worth a dollar There's something lurking Oh, there's something lurking in the dark I don't see it, but I know it's here for me There's something crawling There's something crawling in the dark I don't see it, but I know it's after me 'Cause I'm as evil as can get Nothing's ever scared me yet 'Cause I'm as evil as can get Nothing's ever scared me yet There's something lurking Oh, there's something lurking in the dark I don't see it, but I know it's here for me There's something crawling There's something crawling in the dark I don't see it, but I know it's after me Hey hey hey Creepy crawler What's wrong with you now You seem a little smaller Hey hey hey Creepy crawler Crawl back from where you came You're not worth a dollar Hey hey hey Creepy crawler What's wrong with you now You seem a little smaller Hey hey hey Creepy crawler Crawl back from where you came You're not worth a dollar Hey hey hey Creepy crawler Hey hey hey Creepy crawler Creepy crawler Creepy crawler Creepy crawler"
sad,I waited up til it was light Don't they have payphones Wherever you were last night  You stumbled in & what a sight All pale & puffy eyes Under the bathroom bright A face to give a ghost a fright Don't they have payphones Wherever you were last night
happy," Baby, your magic is working I lose control of myself whenever you are near me I feel myself changing   From a guy too cynical for love Into a blushing romantic Oh, honey, I'd swim across the Atlantic Just to be near to you, I'm hopping like a kangaroo   Baby, your magic is working All of my friends think I'm mad 'Cause I talk of nothing but you, girl How you've really changed me   From a guy thought too cynical for love You've proven everyone wrong Anywhere with you, girl, is where I belong Everything is beautiful and you are the reason   Lately, I've been so happy Just holding you and gazing into your eyes, like in a movie You are a star, I mean a starlet Listen, the night we met, I fell in love with you Who'd have guessed, who'd have guessed? I'm in love, I'm in love   How you've really changed me From a guy thought too cynical for love Suddenly, I feel as light as a butterfly And wanting to give love another try Everything is beautiful and you are the reason   Lately, I've been so happy Just holding you and gazing into your eyes, like in a movie You are a star, I mean a starlet Listen, the night we met, I fell in love with you Who'd have guessed, who'd have guessed? I'm in love, I'm in love   Baby, your magic is working My mirror's reflection is you Looking cocky and smirking Now your magic is working Ooh, your magic is working"
relaxed," We took the long and steady road And from the start you had a heart of gold You broke the mold I never thought you would decide The grass was greener on the other side Of love's divide   You were everything that I wanted and more Now we can't go back where we started We'll never be like before   Darling me and you, we had a strange arrangement But you broke all the rules And I'm through playing the fool for love Darling yes it's true, we had a grand engagement But I can't stand by, while you break my heart in two Oooh, I've got to be a man Baby I've got to take a stand, so   So now we've gone our separate ways But in my heart I feel the burning flames Of love's remains I'll have to find somebody new But all who dare will be compared to you What can I do   You were everything that I dreamed I would find Now we can't go back where we started This is the end of the line   Darling me and you, we had a strange arrangement But you broke all the rules And I'm through playing the fool for love Darling yes it's true, we had a grand engagement But I can't stand by, while you break my heart in two Oooh, I've got to be a man Baby I've got to take a stand Oh, me and you, we had a strange arrangement But you broke all the rules And I'm through playing the fool for love Darling yes it's true, we had a grand engagement But I can't stand by, while you break my heart in two Oooh, I've got to be a man Baby I've got to take a stand, so"
sad,True love regrets to inform you There are certain things you must do To perceive his face In the stains on the wall I didn't know what time it was at all I didn't know what time it was at all Foam hands Since you've been gone Since you've been gone Me and the King have been steadily growing apart He lives down the hall I didn't know what time it was at all I didn't know what time it was at all Foam hands I'm not the kind To tell you what is true And what is totally out of control I didn't know what time it was at all I didn't know what time it was at all   Foam hands Foam hands Foam hands Foam hands
sad,"Everybody shouts on I Love Lucy Pee Wee reads the evening news A pre-owned song or a second-hand Uzi Everybody got a job to lose Here come the golden oldies Here come the Hizbollah Businessmen from South Miami Humming AOR  Meanwhile...  I like Cal and his dog Napalm I like Ike and his itty-bitty A-bomb Everybody got one, I want mine You can order it up on Channel Nine Meanwhile, in the Sheraton Doctor Jeep plays on and on and on There was a time but it's long gone Janie got a crush on the Viet Cong Burning through downtown Saigon Me, I'm sold - down the Mekong Meanwhile, in the Sheraton Doctor Jeep plays on and on and on Guns and cars and accidents The threatened witness my defence You can sell one another for fifteen cents Well bye-bye mother, it's common sense Meanwhile, in the Sheraton Doctor Jeep plays on and on and on  Everybody shouts on I Love Lucy Pee Wee reads the evening news A pre-owned song or a second-hand Uzi Everybody got a job to lose Here come the golden oldies Here come the Hizbollah Businessmen from South Miami Humming AOR Meanwhile, in the Sheraton Doctor Jeep plays on and on and on"
sad,"A friend, the only friend who whispers in your ear Just to say good luck and that is all you need to hear I wrap up cold so when I march on my bare heels Everything I lack in style's made up with how I feel I need us undivided, I want this thing to stop I've had the training to be overwhelmed but I'm not Empty soul of hate but this isn't my war Couldn't tell you how it started or where it is fought Oh no..."
relaxed,"And the time, yeah, the time will come At least they say it does for some Until then, cheers to better days That will come, that will come our way Seems like the world's still spinning round 'Cause the sun goes up and down And when the early morning comes It will be another one Need to hear, need to hear you say That's it's OK, it's OK Come on now, we'll stay up all night Waiting for the Northern Lights Seems like the world's still spinning round 'Cause the sun goes up and down And when the early morning comes It will be another one"
angry,"Since the beginning I've been thinking of a way Since the beginning I knew I couldn't change I knew from day one that this never had a chance Its all fake, Its all in the past Partial understanding of my forced identity; I'm dead inside and it's all I'll ever be I gave up everything, I gave it all away Partial understanding of my forced identity; all we have is false hope"
angry," I am the new hell on earth The lord of agony divine Domination, intimidation Lives within these eyes Reign of power Remorseless anarchy I am arrogance in the flesh Unleashed intensity   Step aside for the nightmare Pure destruction stands before you No escape as the psycho Brings you misery The line starts here The line starts here   I am brutality, the face of everlasting pain Annihilation, obliteration Pulses in these veins Sheer defiance drives my hostility I am merciless to the core Chaotic fury breeds   Step aside for the nightmare Pure destruction stands before you No escape as the psycho Brings you misery The line starts here The line starts here   Bring it all on Come and take on what you fear I'm the storm That towers overhead Ticking time bomb With an infinite charge Bringer of torture The master is here Everyone falls     Here comes the pain You're no different from the rest Victim is your name in my vicious wasteland Here comes the pain Your destruction manifests Lying there broken, looking up as I still stand   Bring it all on Come and take on what you fear I'm the storm That towers overhead Ticking time bomb With an infinite charge Bringer of torture The master is here Everyone falls"
relaxed,"Rain happens into my room at night When there is so much time to miss you Beautiful changes I've seen sometimes The clouds changing into reindeer and flying To places clear of sorrow Walking around You know I've had enough of this trouble Following me high and low. Now it can go Some boy I knew said, Hang on, stay gold Before he left here for England Beautiful changes I feel sometimes In the middle of the late morning dishes When You say I might do anything at all Walking around You know I've had enough of this trouble Following me high and low. Now it can go"
happy,"Now that everybody's here Could we please have your attention? There is nothing left to fear No now that bigfoot is captured But are the children really right Alright alright  There is danger in the night There are things we can't control but Will we give ourselves a fright When we become less than human? There are people who say why oh why oh why? Now there are other ways to die Oh why oh why?  But upon this tidal wave Oh god oh god But upon this tidal wave Oh god oh god Young Blood (x8)  We are men who stay alive Who send your children away now We are calling from a tower Expressing what must be Everyone's opinion ""They are going out to bars And they are getting into cars I have seen them with my own eyes."" ""AMERICA PLEASE HELP THEM!""  They are child stars... With their sex, and their drugs, and their rock, and rock, and rock and rock and roll, hey!"
relaxed,"   Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...   Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...   Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...   Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  Do you think he still loves her? How would I know about that, Hunter?     Do you think he still loves her? How would I know about that, Hunter?  Do you think he still loves her? How would I know about that, Hunter? I think he does...  "
angry," Babylon's burning You burn in the street You burn in your houses With anxiety   With anxiety Babylon's burning Babylon's burning With anxiety Babylon's burning Babylon's burning   Babylon's burning You burn in the street You burn in the ghetto With anxiety   With anxiety Babylon's burning Babylon's burning With anxiety Babylon's burning Babylon's burning   Babylon's burning Baby, can't you see? Babylon is burning With anxiety   You burn as you work You burn as you play The spark of fear is smouldering With ignorance and hate   And with anxiety Babylon's burning Babylon's burning With anxiety Babylon's burning Babylon's burning   Babylon's burning Baby, can't you see? Babylon is burning With anxiety   Babylon's burning Babylon's burning Babylon is burning  Babylon's burning Babylon's burning Babylon's burning"
angry,"Down at the bus (merdre, merdre) Into the town (merdre, merdre) Our poor boy Can't get around (merdre, merdre) Eight fifty-five (merdre, merdre) Down at the show (merdre, merdre) She leaves early He'll never know (merdre, merdre) Cuz our poor boy (merdre, merdre) Believes in chance (merdre, merdre) He'll never get The modern dance Under the door (merdre, merdre) An eye on the place (merdre, merdre) He watches for The shadows race (merdre, merdre) Watch real close (merdre, merdre) Look real fast (merdre, merdre) He's in touch It'll never last (merdre, merdre) Cuz our poor boy (merdre, merdre) Believes in chance He'll never get The modern dance"
relaxed, Put the houses in a row On the streets we used to know And all the things out in the yard Beckoning there to and fro   And if the money isn't right Can I be yours tonight? I've an easy heart   From the windows of your house Reflects back on yourself Then it gets you wondering If it means anything   And if the money isn't right Can I be yours tonight? I've had a pretty hard life I've had a pretty hard life For such an easy heart   You move away when you're young They take away where you're from And all the things out in the trees Fall away into the breeze   And if the money isn't right Can I be yours tonight? I've had a pretty hard life I've had a pretty hard life For such an easy heart   Easy heart Easy heart Easy heart Easy heart Easy heart
angry,"  I'm doing you a favor As I'm taking all your money I guess I should feel sorry But I don't even trust me There's bad news creeping up And you feel a sudden chill ""How do you do? My name is Trouble."" I'm coming in for the kill  In for the kill Ooh, and you know I will  Set the ball a-rolling I'll be clicking off the miles On the train of consequences My boxcar life of style My thinking is derailed I'm tied up to the tracks The train of consequences There ain't no turning back, oh    No horse ever ran as fast As the money that you bet I'm blowing on my cards And I play them to my chest Life's fabric is corrupt Shot through with corroded thread As for me, I hocked my brains Packed my bags and headed west  I hocked my brains Headed west  Oh, set the ball a-rolling I'll be clicking off the miles On the train of consequences My boxcar life of style My thinking is derailed I'm tied up to the tracks The train of consequences There ain't no turning back    Oh, set the ball a-rolling I'll be clicking off the miles On the train of consequences My boxcar life of style My thinking is derailed I'm tied up to the tracks The train of consequences There ain't no turning back  Set the ball a-rolling I'll be clicking off the miles On the train of consequences My boxcar life of style My thinking is derailed I'm tied up to the tracks The train of consequences There ain't no turning back  "
sad," Countless times I trusted you I let you back in Knowing, yearning I should have run, but I stayed   Maybe I always knew My fragile dreams would be broken for you   Today I introduced myself To my own feelings In silent agony, after all these years They spoke to me after all these years   Maybe I always knew My fragile dreams would be broken for you"
relaxed,Can I have a moment of your time And leave this far behind Can you find the time to take a chance Just walk with me tonight  Even though the rain must fall Baby that will pass Listen to the words I say I've saved them just for you  You're safe with me tonight And Always As sure as this full moon And Always  Lets sit around and shed those lonely tears While days turn into years  Even though the rain must fall Baby that will pass Listen to the words I say I've saved them just for you  You're safe with me tonight And Always As sure as this full moon And Always  Nothing lasts not the good times or the bad They all just become the past Sometimes your heart can turn on dime What made you cry will one day make you smile  You're safe with me tonight And Always As sure as this full moon You're safe with me tonight And Always
relaxed,"Another time, another place Mark my word, I can't take another day of sadness My heart's broken taken whole And this dream is getting old Yet I'm searchin' every part of me, baby  The tables turned, that's for sure Guilt and honor have crossed over into what's left for holdin' on You know things are getting hard When we see them as they are Can these qualities remain the same?  Woman, feeling good about the choice I made In so deep there ain't no judgement day If there was i think I'd be ok  Woman, Please release me from your hold tonight Burning Bridges in the morning light I'm just high on the city life  Oh I tried to tell you But it's too late to find out Hangin' on the back of my will Waitin' for the moment to be still  Save your problems baby Save your problems for the world And they might go away, go away  I've been contemplatin' Keepin' it complicated For when you wanna turn the day in And I just wanna turn the day around I know it hurts a lot But I gave what I got Now I'll be gettin' on my way  (repeat chorus) Tried so hard to love you but I keep on runnin' Burning Bridges in the morning light, morning light"
angry,"   Your golden lies feed my role In this forgotten space race under my control   Who's returned from the dead? Who remains? (Just to spit it in your face)   You know that I don't want you and I never did I don't want you and I never will   You wanted more than I was worth And you think I was scared, yeah And you needed proof   Who really cares anymore? Who restrains? (Just to spit it in your face)   You know that I don't love you and I never did I don't want you and I never will"
angry,"What's the point of making all this noise If nothing's ever getting heard? I'm saving up my voice now What's the word, yeah What's the word, yeah What's the word? Instead of throwing up your hands Why don't you tell me what You're trying to tell me? I'm sick of breaking all these plans It's starting to kill me Man, it's starting to kill me I'm about as close to making sense As I am ever going to get It's sad how quickly I forget And just read my lips They're pretty loose They're pretty loose They're pretty loose But I can't ever say Who's kidding who? Who's kidding who? Who's kidding who? Instead of throwing up your hands Why don't you tell me what You're trying to tell me? I'm sick of breaking all these plans It's starting to kill me Man, it's starting to kill me I'm about as close to making sense As I am ever going to get It's sad how quickly I forget Save your breath I already knew I already knew I already knew But I can't say Who's kidding who Who's kidding who Who's kidding who Instead of throwing up your hands Why don't you tell me what You're trying to tell me? I'm sick of breaking all these plans It's starting to kill me Man, it's starting to kill me I'm about as close to making sense As I am ever going to get It's sad how quickly I forget"
relaxed," For the man who feel him a fool For, he be the wise man Not for the man who don't feel him a fool He control his destiny Yet them's too cool for themselves For themself For themself   'S all I need Is something to keep me moving on   In a world Full of violent rage And everybody seems so strange to me   For the man who feel him a fool For, he be the wise man Not for the man who don't feel him a fool He control his destiny Yet them's too cool for themselves For themself For themself So (too cool)   The weapon of destruction Swallows people's suffering (They don't need) In all the confusion You ain't winning if you're losing They don't need   For the man who feel him a fool For, he be the wise man Not for the man who don't feel him a fool He control his destiny Yet them's too cool for themselves For themself For themself So   Even if my heart was gold, yeah Not even if my soul had wings and I were fly, yeah Never stoppin' no people You'll never stop em from crying, no, no Never stop em from killing You'll never stop em from trying, no, no  "
angry," ""Kill everybody in the whole word... Ahaha!"" Verse 1: 'You have --- of sustinence There will be no oxygen to sustain the flame There will be no air for your kind to breathe You will wither and become a thing of the past' I lie here and burn Chorus:   'Destroying Angel!' Verse 2: 'You have decayed from within Your redemption is --- You have become one with your poison You will submit to The Destroying Angel'     'You have staggered on the brink of reprieve' But your book,    'Destroying Angel!' You have staggered on the brink of reprieve Your book you're freezing hell"
sad," Even though you're well intentioned One or two or three things you mentioned Leave a taste familiar to me so Even with a slight sarcastic A ripple in a voice elastic I could crack the slightest code of woe   You look familiar, I know you We've met before, is it not true? I'm zero, don't waste words with me Here's not the chamber for it   What do you mean? Evil has never loved you Evil has never loved you Evil has never loved you as I do What do you mean? Nobody has ever loved you Nobody has ever loved you Nobody has ever loved you like I do   Find it at the further reaches Smelling like a rose or peaches Crippling the hardest pig nose shell Find it when I look in your eyes A little spark that would be kingsize The mirror does no justice to your spell   You look familiar, I know you We've met before, is it not true? I'm zero, don't waste words with me Here's not the chamber for it   What do you mean? Evil has never loved you Evil has never loved you Evil has never loved you as I do What do you mean? Nobody has ever loved you Nobody has ever loved you Nobody has ever loved you like I do   What do you mean? Evil has never loved you Nobody has ever loved you Evil has never loved you Nobody has ever loved you Like I love you, like I love you..."
relaxed," (Doo bop) (Doo bop bop) (Doo bop) (Doo bop bop) (Doo bop) (Doo bop bop) (Doo bop)   In the cool of the evening When everything is gettin' kind of groovy You call me up and ask me Would I like to go with you and see a movie First I say no, I've got some plans for tonight And then I stop And say ""All right"" Love is kinda crazy with a spooky little boy like you (Doo bop) (Doo bop bop) Spooky   You always keep me guessin' I never seem to know just what you're thinkin' And if a girl looks at you Yeah for sure your little eye will be a-winkin' Whoa whoa I get confused, I never know where I stand Then you smile And hold my hand Love is kinda crazy with a spooky little boy like you (Doo bop) (Doo bop bop) Spooky   (Doo bop) (Doo bop bop) (Doo bop) (Doo bop bop) Spooooooooookyyyyyyyyy (Doo bop) (Doo bop bop) (Doo bop) (Doo bop bop) Spooooooooookyyyyyyyyy   If you decide someday to stop this little game that you are playing I'm gonna tell you all the things my heart's just been dyin' to be saying (Straight up, straight up) Just like a ghost you've been haunting my dreams Now I know You're not what you seem Love is kinda crazy with a spooky little boy like you (Doo bop) (Doo bop bop) Spooky   (Doo bop) (Doo bop bop) (Doo bop) (Doo bop bop) Spooky Spooky little boy Spooky A spooky little Boy spooky little Boy spooky little Boy Ohhhhhhhhh, ooohhhhhhhhhhhh Spooky little boy"
angry," With a purposeful grimace and a terrible sound He pulls the spitting high-tension wires down Helpless people on subway trains Scream, bug-eyed, as he looks in on them He picks up a bus and he throws it back down As he wades through the buildings toward the center of town   Oh, no, they say he's got to go Go! Go! Godzilla, yeah Oh, no, there goes Tokyo Go! Go! Godzilla, yeah Oh, no, they say he's got to go Go! Go! Godzilla, yeah Oh, no, there goes Tokyo Go! Go! Godzilla, yeah   Godzilla! (zilla, zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) Godzilla! Rinji news o moshiagemasu! God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) Rinji news o moshiagemasu! Godzilla ga Ginza hoomen e mukatte imasu! God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) Daishikyu hinan shite kudasai! Daishikyu hinan shite kudasai! God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla) God (zilla)   Oh, no, they say he's got to go Go! Go! Godzilla, yeah Oh, no, there goes Tokyo Go! Go! Godzilla, yeah   History shows again and again How nature points up the folly of man Godzilla! History shows again and again How nature points up the folly of man Godzilla! History shows again and again How nature points up the folly of man Godzilla! History shows again and again How nature points up the folly of man Godzilla!"
happy," Ch-Ch-Ch-Churchill, got his lucky number Tomorrow there's another Could be me, could be you No silver spoon, sticky teeth, they rot too soon You've got to have the best tunes Or that's it, you've blown it   All we want is to be happy In our homes like happy families Be the man on the beach with the world at his feet Yes, it could be you, oh-oh-oh   The likely lads are picking up the uglies Yesterday, they were just puppies Beery slurs, now life's a blur Telly addicts, you should see them at it Getting in a panic Will we be there, Trafalgar Square?   All we want is to be happy In our homes like happy families Be the man on the beach with the world at his feet Yes, it could be you, oh-oh-oh   Could be me, could be you Could be me, could be you Could be me, could be you Could be me, could be you Could be me, could be you Should be me, should be you   But don't worry if it's not your lucky number 'Cause tomorrow there's another Could be you, could be me   All we want is to be happy In our homes like happy families Be the man on the beach with the world at his feet Yes, it could be you, oh-oh-oh"
sad,"I met a woman long ago Her hair the black that black can go Are you a teacher of the heart? Soft she answered no I met a girl across the sea Her hair the gold that gold can be Are you a teacher of the heart? Yes, but not for thee I met a man who lost his mind In some lost place I had to find Follow me the wise man said But he walked behind I walked into a hospital Where none was sick and none was well When at night the nurses left I could not walk at all Morning came and then came noon Dinner time a scalpel blade Lay beside my silver spoon Some girls wander by mistake Into the mess that scalpels make Are you the teachers of my heart? We teach old hearts to break One morning I woke up alone The hospital and the nurses gone Have I carved enough my Lord? Child, you are a bone I ate and ate and ate No, I did not miss a plate, well How much do these suppers cost? We'll take it out in hate I spent my hatred everyplace On every work on every face Someone gave me wishes And I wished for an embrace Several girls embraced me, then I was embraced by men Is my passion perfect? No, do it once again I was handsome, I was strong I knew the words of every song Did my singing please you? No, the words you sang were wrong Who is it whom I address? Who takes down what I confess? Are you the teachers of my heart? We teach old hearts to rest Oh teachers, are my lessons done? I cannot do another one They laughed and laughed and said,  Well child Are your lessons done? Are your lessons done? Are your lessons done?"
sad,Photographs of guns and flame Scarlet skull and distant game Bayonet and jungle grin Nightmares dreamed by bleeding men Lookouts tremble on the shore But no man can find the war Tape recorders echo scream Orders fly like bullet stream Drums and cannons laugh aloud Whistles come from ashen shroud Leaders damn the world and roar But no man can find the war Is the war across the sea? Is the war behind the sky? Have you each and all gone blind: Is the war inside your mind? Humans weep at human death All the talkers lose their breath Movies paint a chaos tale Singers see and poets wail All the world knows the score But no man can find the war
sad," Mmm   Company, always on the run Destiny, mmm, is a rising sun Oh, I was born six-gun in my hand Behind a gun, I make my final stand, hey It's why they call me   Bad company and I can't deny Bad company 'til the day I die Oh, 'til the day I die 'Til the day I die   Rebel souls, deserters we are called Chose a gun and threw away the song Now these towns, they all know our name Six-gun sound is our claim to fame I can hear them say   Bad company and I won't deny Bad, bad company 'til the day I die Ha, ha, oh yeah 'Til the day I die, ooh Oh     Hey, hey, hey Bad company, I can't deny Bad company 'til the day I die What'd I say now? Is bad company Oh yeah, yeah, yeah, yeah Bad company 'til the day I die Whoa yes   Said I'm young and I'm free Oh, but I'm-a bad company That's the way I play, yeah Dirty for dirty, heh Oh, somebody double-cross me Double-cross for double-cross Yeah, we're bad company Oh, the cold wind blowing, ah Mmm yeah"
