Index,Artist,Title,Lyrics
ML11,Deitrick Haddon,Love Him Like I Do ,"[Intro: Warryn Campbell]
Love Him like I do (Oh), love Him like I do
That's why I love Him like I do (Once again), love Him like I do (Baby Dubb)
Love Him, l-l-l-l (My Block), love Him, l-l-l-l (Deitrick)
Love Him, l-l-l-l (Big Ru), love Him, l-l-l-l (Mary Mary)

[Verse 1: Ruben Studdard]
Givin' honor to you first
The pastor of the church (Yeah)
My folks and friends listen to these words
See God saved me (Yeah)
From myself when no one else was around
And it was only by His grace (Grace)
His mercy, His favor
'Cause I know I don't deserve
All the love He show (Oh)
And how He let me know (Oh)
He never gonna leave my side

[Chorus: Deitrick Haddon]
That's why I love Him like I do, I
I love Him like I do, I
That's why I love Him like I do, I, I, I
That's why I love Him like I do, I
I love Him like I do, I
That's why I love Him like I do, I, I, I (Deitrick)

[Verse 2: Deitrick Haddon]
See I got a testimony how He saved my soul (Soul)
When I was just a sinner left in the cold (Cold)
Gave me a second chance, saved me from myself
Came to my rescue when I needed help
You want to know why I love Him like I do (Like I do)
'Cause when my enemies said I was through
He took me from the bottom and put me on the top
He laid His hands on me and now I can't be stopped

[Chorus: Deitrick Haddon]
That's why I love Him like I do, I
I love Him like I do (That's why I love Him like I do), I
That's why I love Him like I do (My, my-my-my, my), I, I (That's why I love Him like I do, I love Him like I do), I
That's why I love Him like I do (I do), I
I love Him like I do (I do), I
That's why I love Him like I do (Do), I, I (That's why I love Him like I do, I love Him like I do), I

[Bridge: Mary Mary]
Somebody told me that we overcome by our testimony
Bet you wouldn't believe how doubt and fear used to paralyze me
But God's hand led me through a test
And He brought out the very best of me
And now I'll never forget to tell the world what You mean to me

[Chorus: Deitrick Haddon & Tina Campbell]
That's why I love Him like I do, I (Yeah, yeah, yeah)
I love Him like I do, I (Let me tell you why I love Him)
That's why I love Him like I do, I (I said let me tell you why I love Him), I, I ('Cause He's been so good to me, yeah)
That's why I love Him like I do, I (He takes care of me, yeah)
I love Him like I do, I (He keeps lovin' me, yeah)
That's why I love Him like I do, I (Yeah), I (I love Him, aight), I (Our love is right)

[Outro: Warryn Campbell]
Love Him like I do, love Him like I do (Hey)
That's why I love Him like I do (I love Him like I), love Him like I do (Hey)
That's why I love Him like I do (I love Him like I), love Him, l-l-l-l (Hey)
Love Him, l-l-l-l (Hey), love Him, l-l-l-l (Woo)
That's why I love Him like I do (I love Him like I), love Him like I do (Oh)
That's why I love Him like I do (I love Him like I), love Him like I do
Love Him, l-l-l-l (Yeah), love Him, l-l-l-l (Mama)
Love Him, l-l-l-l, love Him, l-l-l-l (Woo)"
ML12,The Jackson 5,ABC,"[Intro: Michael Jackson]
A buh-buh buh buh
A buh-buh buh buh

[Verse 1: Michael Jackson & Jermaine Jackson]
You went to school to learn, girl
Things you never, never knew before
Like ""I before E, except after C""
And why two plus two makes four
Now, now, now, I'm gonna teach you (Teach you, teach you)
All about love, yeah (All about love)
Sit yourself down, take a seat
All you gotta do is repeat after me

[Chorus: Michael Jackson]
A, B, C
Easy as 1, 2, 3
Or simple as Do-Re-Mi
A, B, C, 1, 2, 3, baby, you and me, girl
A, B, C
Easy as 1, 2, 3
Or simple as Do-Re-Mi
A, B, C, 1, 2, 3, baby, you and me, girl

[Bridge: Tito Jackson, Jackie Jackson, Jermaine Jackson & Michael Jackson]
Come on, let me love you just a little bit
Come on, let me love you just a little bit
I'm-a gonna teach how to sing it out
Come on, come on, come on
Let me show you what it's all about

[Verse 2: Michael Jackson & Jermaine Jackson]
Reading, writing, 'rithmetic
Are the branches of the learning tree
But without the roots of love every day, girl
Your education ain't complete
T-t-t-teachers gonna show you (Show you, show you)
How to get an ""A"" (Nyah nyah nyah nyah)
Spell me, you (You add the two)
Listen to me, baby, that's all you gotta do

[Chorus: Michael Jackson]
Oh, A, B, C
It's easy as 1, 2, 3
Or simple as Do-Re-Mi
A, B, C, 1, 2, 3, baby, you and me, girl

[Refrain: Michael Jackson]
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy love can be
Now, that's how easy love can be
Sing a simple melody
1, 2, 3, you and me (Yeah)

[Bridge 2: Michael Jackson]
Sit down, girl!
I think I love you!
No!
Get up, girl!
Show me what you can do!
Shake it, shake it, baby, come on now!
Shake it, shake it, baby, ooh-ooh
Shake it, shake it, baby, huh!
1, 2, 3, baby, ooh-ooh
A, B, C, baby, nah nah
Do-Re-Mi, baby, ow!
That's how easy love can be

[Refrain: Michael Jackson]
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy love can be

[Outro: Jermaine Jackson & Michael Jackson]
I'm-a gonna teach you how to sing it out
Come on, come on, come on
Let me show you what it's all about
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy love can be
I'm-a gonna teach you how to sing it out, sing it out, sing it out (Oh! Oh! Oh, baby)
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy..."
ML13,Maysa,The Lady In My Life,"There will be no darkness tonight
Baby our love will shine
Just put your trust in my heart
And meet me in paradise
Boy you're every wonder in this world to me
A treasure time will steal away

So listen to my heart
Lay your body close to mine
Let me feel you in my dreams
I can make you feel alright
And baby through the years
Gonna love you more each day
So I promise you tonight
I will always be the lady in your life

Lay back on my tenderness
Let's make this a night we won't forget
Oh I need your sweet caress
Reach out to our fantasy
Two hearts in the beat of ecstasy
Come to me boy

And I will keep you warm
Through the shadows of the night
Let me touch you with my love
I will make you feel so right
And baby through the years
Even when we're old and gray
I will love you more each day
'Cause I will always be the lady
Always be the lady in your life

Always the lady in your life

Stay with me
Always the lady in your life
I want you to stay with me
Always the lady in your life
I need you by my side
Always the lady in your life
Oh yeah baby

Always the lady in your life
'Cause I love you, yes I do
Always the lady in your life
And I need you baby
Always the lady in your life
More than you'll ever know
Always the lady in your life
I love you baby

Always the lady in your life
And I've gotta let it show
Always the lady in your life
And I... I love you baby
Always the lady in your life
I need you baby
Always the lady in your life

Don't you see I love you boy
Don't you see I love you baby

Always the lady in your life
Always the lady in your life
Always the lady in your life"
ML14,Ryan Shaw,We Got Love,"Baby, when I'm wrapped up in your arms
It never rains
And I'm prayin' for more, more and more
Each and every day, oh, baby

We're flyin' high and no one can deny
They can't tell by the look in your eyes

That we got love, you got me
If I got you, baby, we got more than money
You are everything a man's been dreamin' of
Oh, we got love, baby, we got love, oh, yeah

And you know I love to see you smile, oh
And what you done for me
What you done for me makes it all worthwhile, oh, baby
'Cause you, you are my desire
And with the slightest touch
With the slightest touch my soul's on fire

'Cause we got love, baby, you got me
And if I got you we got more than money
You are everything a man's been dreamin' of
Oh, we got love, baby, we got love

Storms are gonna rise and winds are gonna blow
But it ain't no need to worry as long as we know
As long as we know

We got love, baby, you got me
And if I got you whole, we got more than money
You are everything a man's been dreamin' of
Oh, we got love, baby, we got love

'Cause I've been new, I've been around
But we won't let nothing, nothing shake the love we found
We got love, baby, we got love
Yeah, yeah, love, baby, we got love

I, I know we gotta, gotta, got, got love
Soon we, I need a little bit of love
Baby, we got, we got love
Oh, love, oh, love"
ML15,The Paris Sisters,I Love How You Love Me,"[Verse 1]
I love how your eyes close whenever you kiss me
And when I'm away from you I love how you miss me
I love the way you always treat me tenderly
But, darling, most of all I love how you love me
(I love how you love me)

[Verse 2]
I love how your heart beats whenever I hold you
I love how you think of me without being told to
I love the way your touch is always heavenly
But, darling, most of all I love how you love me
(I love how you love me)

[Verse 3]
I love how your eyes close whenever you kiss me
And when I'm away from you I love how you miss me
I love the way your touch is always heavenly
But, darling, most of all I love how you love me
(I love how you love me)

[Outro]
I love how you hug me (I love how you hug me)
I love how you squeeze me, tease me, please me
Love, how you love me
I love how you love me"
ML16,New Direction,I Came To Jesus,"[Verse 1:]
I was messed up, dirty as I could be
I was on my way to hell;
But I heard the preacher
Preaching the Word of God
Confess your sins and repent

[Chorus:]
I came to Jesus as I was
Weary, worn, and sad
I found in Him a resting place
And He has made, made me glad

[Verse 2:]
I asked the Lord
""how could He love me
I have sinned against Your will""
But He said, ""repent and I will forgive you
The question's who will you serve?""

[Verse 3:]
You might be dirty, messed up inside
You may even have lost your will to live;
Don't be discouraged, don't throw in the towel
Confess your sins and repent so you can be like me

[Vamp 1:]
Weary

[Vamp 2:]
Jesus"
ML17,Kurt Carr & The Kurt Carr Singers,God Great God,Lyrics not found
ML18,Kenny Lattimore,And I Love Her,"I give her all my love
That's all I do
And if you saw my love
You'd love her, too
I love her, yeah

She gives me everything
And tenderly
The kiss my lover brings
She brings to me
And I love her

A love like ours
Could never die
As long as I
Have you near me

Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love her

Bright are the stars that shine
Dark is the sky, the sky
I know this love of mine
Will never die
And I love her
And I love her
I love her
I love her

And I love her
I love her
I love her

And I love her
I love her
I love her
..."
ML19,Jordin Sparks,Battlefield,"[Verse 1]
Don't try to explain your mind
I know what's happening here
One minute it's love and suddenly it's like a battlefield
One word turns into war
Why is it the smallest things that tear us down?
My world's nothing when you're gone
I'm out here without a shield
Can't go back now

[Refrain]
Both hands tied behind my back for nothing, oh no
These times when we climb so fast to fall again
Why we gotta fall for it now?

[Pre-Chorus]
I never meant to start a war
You know I never wanna hurt you
Don't even know what we're fighting for

[Chorus]
Why does love always feel like a battlefield? (Oh-oh)
A battlefield (Oh-oh)
A battlefield (Oh-oh)
Why does love always feel like a battlefield? (Oh-oh)
A battlefield (Oh-oh)
A battlefield (Oh-oh)
Why does love always feel like

[Verse 2]
Can't swallow our pride
Neither of us wanna raise that flag, mm
If we can't surrender, then we both gonna lose what we had, oh no

[Refrain]
Both hands tied behind my back for nothing (Nothing)
Oh no
These times when we climb so fast to fall again
I don't wanna fall for it now

[Pre-Chorus]
I never meant to start a war
You know I never wanna hurt you
Don't even know what we're fighting for

[Chorus]
Why does love always feel like a battlefield? (Oh-oh)
A battlefield (Oh-oh)
A battlefield (Oh-oh)
Why does love always feel like a battlefield? (Oh-oh)
A battlefield (Oh-oh)
A battlefield (Oh-oh)

[Post-Chorus]
I guess you better go and get your armor (Get your armor)
Get your armor (Get your armor)
I guess you better go and get your armor (Get your armor)
Get your armor (Get your armor)
I guess you better go and get your

[Bridge]
We could pretend that we are friends tonight (Oh)
And in the morning, we'd wake up and we'd be alright
'Cause baby, we don't have to fight
And I don't want this love to feel like

[Breakdown]
A battlefield (Oh)
A battlefield (Oh)
A battlefield (Oh)
Why does love always feel like a battlefield? (Oh)
A battlefield (Oh)
A battlefield (Oh)
Guess you better go and get your armor

[Pre-Chorus]
I never meant to start a war (Start a war)
You know I never wanna hurt you
Don't even know what we're fighting for
(What are we fighting for?)

[Chorus]
Why does love always feel like a battlefield? (Oh-oh-oh)
A battlefield (Oh-oh-oh)
A battlefield (Oh-oh-oh)
Why does love always feel like a battlefield? (Oh-oh-oh)
A battlefield (Oh-oh-oh)
A battlefield (Oh-oh-oh)

[Post-Chorus]
I guess you better go and get your armor (Get your armor, yeah)
Get your armor (Get your armor)
I guess you better go and get your armor (Get your armor)
Get your armor (Get your armor)

[Outro]
Why does love always feel like
Whoa-oh-oh, oh-oh-oh (Whoa-oh-oh, oh-oh-oh-oh)
Why does love always feel like (Whoa-oh-oh, oh-oh-oh)
A battlefield. A battlefield (Whoa-oh-oh, oh-oh-oh-oh)
I never meant to start a war (Whoa-oh-oh, oh-oh-oh)
Don't even know what we're fighting for (Whoa-oh-oh, oh-oh-oh-oh)
I never meant to start a war (Whoa-oh-oh, oh-oh-oh)
Don't even know what we're fighting for (Whoa-oh-oh, oh-oh-oh-oh)
Hey (Whoa-oh-oh, oh-oh-oh-oh)"
ML20,Spoon,You Got Yr. Cherry Bomb,"[Verse 1]
Life can be so fair
Let it go on and on
I can push for good
You got that cherry bomb

[Chorus]
Blow out that cherry bomb for me
We lost it long ago
You and me

[Verse 2]
Now you know your way
Back from the spirit bar
Brush your teeth for bed
Blow out that cherry bomb

[Chorus]
Blow out that cherry bomb for me
You got to know it's on your sleeve
Know it's on your sleeve
Know it's on your sleeve (Come on, come on)

[Bridge]
It was the longest day that I'd ever known
I watched you start that drive alone

[Chorus]
Blow out that cherry bomb for me
It's going to burn right up your sleeve
Burn right up your sleeve

[Verse 3]
So there you go again
Out in your dressing gown
Get yourself to bed
Blow out that cherry bomb

[Outro]
Oh, life could be so fair, let it go on and on
I could pay to that hand on your cherry bomb
Oh, life could be so fair, let it go on and on
I could pay to that hand on your cherry bomb"
ML21,Tarralyn Ramsey,Peace Of God,"Oh peace of God
Reign on me
My spirit's calling
To be free
My heart is heavy
I'm weighted down
For I know that your
Presence will always be around

Repeat 3 times

Ooh mmmmmm

For the peace of god
Surpasses all understanding
For the peace of God
Supasses all understanding

Repeat 4 times"
ML22,Tyrese,One,"[Verse 1]
Let me start by sayin' that you're the one
'Cause this is the first time I felt like this playa's done, oh
You're the only number that I dial (Fuck them other chicks)
You're the only sex I'm gettin' now (Ain't that a trip?)
But it don't matter ('Cause I'm winning)
And it don't matter (If they don't get it)
'Cause you're the only one

[Chorus]
I'm-a be good with just one girl
One girl
That's all I need
I'm-a be straight with just one crib and two whips
'Cause I'm grown now, so all I need
Is one ghetto girl make my babies with
One ghetto girl, I'm shakin' all of my chicks
That's why I'm down on one knee with one ring
Baby, all I need is one

[Verse 2]
Ain't nothing gonna stop me from lovin' you
And wifin' you
Spendin' all my life with you
Baby, I'm so committed
This one on one, I'm with it
It's so damn good
All the sex we want without no hat (Imagine that)
Got a real nigga that's gon' have your back (Imagine that)
That's just the way it is
And that's just how it's gon' go
And you gon' be that one

[Chorus]
I'm-a be good with just one girl
One girl
That's all I need
I'm-a be straight with just one crib and two whips
'Cause I'm grown now, so all I need
Is one ghetto girl make my babies with
One ghetto girl, I'm shakin' all of my chicks
That's why I'm down on one knee with one ring
Baby, all I need is one

[Bridge]
Girl, I ain't gonna front about it
Gotta and tell the truth about it
I'm way gone, way gone
Ain't nothin' I won't give up just to make you that one
Baby, that one girl
One step
One girl
One love
One name
Said it's one knee
One ring
One church
And one preacher
One promise
Two little words, I do

[Chorus]
I'm-a be good with just one girl
One girl
That's all I need
I'm-a be straight with just one crib and two whips
'Cause I'm grown now, so all I need
Is one ghetto girl make my babies with
One ghetto girl, I'm shakin' all of my chicks
That's why I'm down on one knee with one ring
Baby, all I need is one (Just one)

[Outro]
One girl
One girl
Baby, all I need is one
One girl
One girl
Baby, all I need is one
One me, one ring, one church"
ML23,Dr. Dog,Where'd All The Time Go?,"[Intro]
Above the clouds were cliffs
Above the clouds were cliffs
Above the clouds were cliffs
Love moves through me
And into the abyss

[Verse 1]
Where'd all the time go?
It's starting to fly
See how the hands go
Waving goodbye
And you know I get so forgetful
When I look in your eyes

[Verse 2]
Now she's walking backwards (She's walking backwards)
Through a parade
And I'm stuck in the shadow (Stuck in the shadow)
Blocking the shade
And there ain't no way to sweep up (Ooh)
The mess that we've made

[Chorus]
She gets dressed up like a pillow so she's always in bed
Flowers for the sick and dead
She's on the go, way too fast and way too slow
She'll turn to stone at hospitals and funeral homes
And when the fog rises
Somebody sighs who is not in disguise anymore

[Verse 3]
There's nothing to keep you (Nothing to keep you)
From falling in love
It starts at the bottom (Starts at the bottom)
And comes from above
Like pieces of a puzzle
Like a hand in a glove

[Chorus]
She gets dressed up like a pillow so she's always in bed
Flowers for the sick and dead
She's on the go, way too fast and way too slow
She'll turn and stop at hospitals and funeral homes
And when the tide rises
Somebody sinks and is gone in the blink of an eye
(Woo, woo)

[Outro]
Somebody sinks and is gone in the blink of an eye"
ML24,Tarralyn Ramsey,Unconditional Love,"Been in love so many times before
Everyone I loved walked right out the door
But I never knew that I'd
Find someone like you

Take me by the hand
And help me to stand
I never knew that I'd find someone

Chorus:
Give me unconditional love (repeat 3 times)

Vamp:
Love me right
Hold me tight
Lord I love you
Lord I love you"
ML25,Kool & The Gang,Steppin' Into Love,"Tonight, tonight, tonight

What a lovely feeling, music so appealing
Steppin' into love, my baby and I
When we start the dancin', we begin romancin'
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Music is so thrilling and she is so willing
Steppin' into love, my baby and I
Every beat's a love song, nothing here can go wrong
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Steppin' into love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Tonight, tonight, tonight

The beat is gettin' stronger, we dance a little longer
Steppin' into love, my baby and I
Steppin' in a small way, says I love her always
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' into the love, whoa, tonight

Every night we go out and dance
There's a chance to increase romance

And we know every beat is love
Steppin' to love
Tonight, tonight, tonight, all night"
ML26,Anders Osborne,Darkness At The Bottom,"Darkness at the bottom
Of a hole I didn′t dig
Darkness at the bottom
Of a hole I didn't dig
Yeah, I′m down here on my knees
Begging you please Lord
Save me before I'm losing it

It leaves me wondering
Is this how it′s gonna be
It leaves me wondering
Is this how it's gonna be
Everbody′s talking
Nobody's listening

Darkness at the bottom
Of a hole I didn′t dig
Darkness at the bottom
Of a hole I didn't dig
Yeah, I′m down here on my knees
Crawling in the mud

Just like a pig

Hearing is believing
Tell me what you need to know
Hearing is believing
Tell me what you need to know
Yeah, everybody's pushing
But we ain′t got nowhere to go
Nowhere to go
Nowhere to go

Darkness at the bottom
Of a whole lot of misery
Darkness down here at the bottom
Of a whole lot of misery
Yeah, I′ve seen blood turn into water
And a whole lotta low down greed
Whole lotta low down greed"
ML27,The Rolling Stones,Gimme Shelter,"[Intro: Merry Clayton]
Ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh

[Verse 1: Mick Jagger]
Ooh, a storm is threatening
My very life today
If I don't get some shelter
Ooh yeah, I'm gonna fade away

[Chorus: Mick Jagger & Merry Clayton]
War, children
It's just a shot away
It's just a shot away
War, children
It's just a shot away
It's just a shot away, yeah

[Verse 2: Mick Jagger & Merry Clayton]
Ooh, see the fire is sweepin'
Our very streets today
Burns like a red-coal carpet
Mad bull, lost your way

[Chorus: Mick Jagger & Merry Clayton]
War, children, yeah
It's just a shot away
It's just a shot away
War, children, yeah
It's just a shot away
It's just a shot away

[Guitar Solo]

[Bridge: Merry Clayton]
Rape, murder, it's just a shot away
It's just a shot away
Rape, murder, yeah, it's just a shot away
It's just a shot away
Rape, murder, it's just a shot away
It's just a shot away
Yeah

[Verse 3: Mick Jagger & Merry Clayton]
Mmm, a flood is threatening
My very life today
Gimme, gimme shelter
Or I'm going to fade away

[Chorus: Mick Jagger & Merry Clayton]
War, children
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away

[Outro: Mick Jagger & Merry Clayton]
I tell you, love, sister
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
Kiss away, kiss away

[Instrumental Outro]
[Harmonica Solo]"
ML28,The Rolling Stones,Happy,"[Verse 1]
Well, I never kept a dollar past sunset
It always burned a hole in my pants
Never made a school mama happy
Never blew a second chance, oh no

[Chorus]
I need a love to keep me happy
I need a love to keep me happy
Baby, baby, keep me happy
Baby, baby, keep me happy

[Verse 2]
Always took candy from strangers
Didn't wanna get me no trade
Never want to be like papa
Working for the boss every night and day

[Chorus]
I need a love to keep me happy
I need a love
Baby, won't you keep me happy?
Baby, won't you keep me happy? (Happy)
Baby, please keep me

[Chorus]
I need a love to keep me happy
I need a love to keep me happy
Baby, baby, keep me happy
Baby

[Verse 3]
Never got a flash out of cocktails
When I got some flesh off the bone
Never got a lift out of Lear jets
When I can fly way back home

[Chorus]
I need a love to keep me happy
I need a love to keep me happy
Baby, baby, keep me happy
Baby, baby, keep me happy
Baby

[Outro]
Happy
Baby, won't you keep me happy
Baby, won't you keep me happy
Baby, won't you keep me happy
Baby, won't you keep me happy
Baby, won't you keep me happy
Oh, keep, oh, baby, keep me happy
Now, baby, won't you keep me happy
Baby, got me feeling happy
Now, now, now, now, now, happy
Come on now, keep me happy
Keep on, baby, keep me happy"
ML29,Bobby Bare,Detroit City,"I wanna go home, I wanna go home
Oh, how I wanna go home
Last night I went to sleep in Detroit City
And I dreamed about those cottonfields and home
I dreamed about my mother dear, old papa, sister and brother
I dreamed about that girl who's been waiting for so long
I wanna go home, I wanna go home, oh, how I wanna go home

Homefolks think I'm big in Detroit City
From the letters that I write they think I'm fine
But by day I make the cars, by night I make the bars
If only they could read between the lines

Cause you know I rode the freight train north to Detroit City
And after all these years I find I've just been wastin' my time
So I just think I'll take my foolish pride
And put it on a Southbound freight and ride
And go on back to the loved ones, the ones that I left waitin' so far behind

I wanna go home, I wanna go home
Oh, how I wanna go home..."
ML30,Gene Watson,Got No Reason Now For Goin' Home,"[Chorus]
Got no reason now for goin' home
All my reason's now she is gone
Got no one there to talk to
And even though I know I ought to
Got no reason now for goin' home

[Verse 1]
Once I had every reason a man could want
For going home and making love, but now I don't
So I end up in here each night sitting and a-thinking
Missing her, hurting so and drinking

[Chorus]
Got no reason now for goin' home
All my reason's now she is gone
Got no one there to talk to
And even though I know I ought to
Got no reason now for goin' home

[Instrumental Break]

[Verse 2]
It's so hard now just knowing there's another
That she's out with him knowing that I love her
So I end up in here each night sitting and a-thinking
Missing her, hating him and drinking

[Chorus]
Got no reason now for goin' home
All my reason's now she is gone
Got no one there to talk to
And even though I know I ought to
Got no reason now for goin' home"
